cosmology,h,omega_m,omega_b,log10_mass_hinv,redshift,x,ne_native_m3,ne_paper_m3,n200_paper_m3,native_factor
HalfDome,0.68,0.31,0.049,13.3,0.5,0.0970114933814372,992.630991068413,1649.898196361887,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.09898464007679533,982.0500911163987,1632.3111898067891,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.1009979192115758,971.4916737804144,1614.7615526547931,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.10305214705184633,960.9557160646559,1597.2492466835029,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.10514815646596198,950.4422140321634,1579.7742653491146,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.10728679726224426,939.9511832369845,1562.3366345047334,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.10946893653352839,929.4826591574572,1544.9364131205589,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.11169545900871822,919.0366976300003,1527.5736940049023,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.11396726741149178,908.613375282805,1510.2486045250484,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.11628528282630253,898.212789968793,1492.9613073268963,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.11865044507182472,887.835061197124,1475.7120010521844,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.12106371308199473,877.480330562545,1458.5009210521366,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.123526065294802,867.1487621718047,1441.3283400962225,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.12603850004898826,856.8405430663205,1424.1945690746916,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.12860203598881473,846.5558836402498,1407.099957693471,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.1312177124770628,836.2950180530835,1390.0448951599549,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.13388659001643394,826.0582046357885,1373.0298108580746,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.13660975067952133,815.845726289576,1356.055175011107,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.13938829854752655,805.6578908762098,1339.121499330427,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.1422233601578993,795.4950315988258,1322.2293376484834,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.1451160849610821,785.3575073721425,1305.3792865341445,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.14806764578654466,775.2457031808832,1288.571985888447,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.15107923931829703,765.1600304252274,1271.8081195187885,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.15415208658007476,755.100927252023,1255.0884156894483,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.1572874334303917,745.0688588704813,1238.4136476463214,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.16048655106766255,735.0643178510044,1221.7846341136121,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.16375073654559866,725.0878244057607,1205.202239760191,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.16708131329908701,715.1399266495824,1188.6673756332461,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.1704796316807652,705.2212008397266,1172.1809995568,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.17394706950850958,695.3322515929673,1155.7441164925497,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.17748503262405957,685.4737120784883,1139.3577788604819,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.18109495546300336,675.6462441849814,1123.023086816614,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.18477830163635708,665.8505386603207,1106.7411884851565,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.18853656452397316,656.0873152221582,1090.5132801423347,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.19237126788001727,646.3573226377504,1074.3406063490759,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.19628396645076146,636.6613387713,1058.2244600296951,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.20027624660494178,627.0001705970562,1042.1661824936727,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.20434972697693737,617.3746541764241,1026.167163397604,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.20850605912303166,607.7856545972719,1010.2288406443228,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.21274692819102062,598.2340658736634,994.3527002162372,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.2170740536034414,588.7208108041848,978.5402759398507,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.22148918975469645,579.2468407870527,962.7931491784462,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.2259941267223573,569.8131355901934,947.1129484499209,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.2305906909929357,560.4207030744768,931.5013489667616,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.2352807462024158,551.0705788683063,915.9600720951662,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.2400661938918493,541.7638259917784,900.4908847303411,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.24494897427831788,532.5015344286609,885.0955985850668,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.24993106704157703,523.2848206444637,869.7760693886602,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.2550144921266998,514.1148270489019,854.5341959935096,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.260201310563045,504.99272140112936,839.3719193864868,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.2654936252998839,495.9196961561451,824.2912216025773,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.27089358205902137,486.8969677508637,809.2941245382253,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.2764033702047604,477.9257758283915,794.382688661967,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.28202522363155996,469.00738239915074,779.5590116200965,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.2877614216697475,460.14307093759635,764.8252267352755,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.29361429000965356,451.33414541332655,750.1835013960983,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.2995862016445415,442.58192925556517,735.636035335909,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.3056795778327173,433.8877642500761,721.1850587993116,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.31189688907920626,425.25300936770805,706.8328305950402,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.3182406561373976,416.6790395239472,692.5816360341529,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.32471345103106186,408.1672442689645,678.4337847526996,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.33131789809715423,399.7190264078688,664.391608418379,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.33805667504982906,391.3358005510072,650.4574583209263,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.34493251406609515,383.0189915943871,636.6337028463523,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.3519482028935523,374.77003313048033,622.9227248354653,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.35910658598065903,366.59036578989407,609.3269188274868,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.3664105656299884,358.4814355146131,595.8486881899264,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.37386310317494137,350.4446917637659,582.4904421363015,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.3814672201803922,342.4815856531225,569.2545926337109,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.3892259996677556,334.5935680297726,556.1435512026673,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.39714258736497016,326.78208748372435,543.1597256120831,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.4052201929819053,319.0485882984419,530.3055164727633,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.41346209151171004,311.39450834260913,517.5833137332079,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.4218716245586293,303.821276905736,504.99549308207224,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.43045220169282794,296.3303124804944,492.54441226208485,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.4392073018327702,288.9230204950145,480.2324073007901,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.44814047465571655,281.6007909986566,468.06178866396357,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.4572553420369081,274.36499630511116,456.0348373380981,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.4665555995180244,267.2169885970032,444.1538008489045,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.47604501780550706,260.15809749647946,432.42088922327247,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.48572744429935966,253.1896276066082,420.83827090271654,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.49560680465304147,246.31285602871236,409.408068616819,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.5056871043650883,239.52902986109544,398.1323552257464,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.5159724304031073,232.83936368491453,387.0131495414022,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.5264669528607998,226.24503704326563,376.0524121372969,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.5371749266486904,219.74719191984045,365.2520411577058,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.5481006932192412,213.34693022378366,354.6138681371332,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.5592486823270552,207.04531128766246,344.13965384157166,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.5706234138248816,200.84334938570018,333.8310841434415,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.5822294994961488,194.7420112796601,323.6897659424911,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.5940716449247715,188.74221379998082,313.7172231452884,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.6061546514029871,182.84482146995092,303.9148927162517,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.6184834178779974,177.05064418086775,294.28412081342236,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.6310629429382032,171.3604349262751,284.82615902243583,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.6438983268398363,165.7748876034632,275.5421607022925,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.6569947735748142,160.29463489049428,266.43317745666303,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.6703575929806511,154.92024620705885,257.5001557445325,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.6839922028932854,149.65222576746396,248.74393364398125,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.6979041313436917,144.49101073401624,240.16523778283803,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.712099018799172,139.4369694789916,231.76468044981695,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.7265826204502337,134.49039996325996,223.5427568995559,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.7413608085439792,129.6515282394702,215.49984286468967,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.7564395747649565,124.92050708749314,207.6361922877565,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.7718250326644344,120.29741478957239,199.951935285319,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.787523420139087,115.78225405232331,192.44707635616845,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.8035411019600939,111.37495108238456,185.12149284492267,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.8198845723536787,107.07535482212636,177.97493367166047,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.8365604576341369,102.88323635138177,171.00701833751168,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.853575518890414,98.7982884606814,164.2172362153109,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.8709366547273301,94.82012540094019,157.60494613353953,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.888650904062557,90.94828281396681,151.16937626082313,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.9067254489804847,87.18221784755175,144.90962429722396,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.9251676176441339,83.52130945822985,138.82465797747702,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.9439848872662937,79.96485890411373,132.9133158901514,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.963184887141091,76.51209042947075,127.17430861551756,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,0.9827754017372201,73.162152141944,121.60622018361703,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,1.0027643738540857,69.91411708253251,116.20750985272649,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,1.0231599078421405,66.76698448762923,110.97651420704975,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,1.043970272888721,63.71968124157849,105.91144957108135,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,1.0652039063707168,60.77106351736641,101.01041473667439,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,1.086869417275429,57.91991860219683,96.27139399741516,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,1.1089755896910076,55.16496690384139,91.69226048347123,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,1.131531386367882,52.50486413278706,87.27077978864038,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,1.1545459523526274,49.938203654348676,83.00461387990646,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,1.1780286186957432,47.46351900406997,78.89132527840451,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,1.201988906234844,45.0792865589088,74.92838149932214,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,1.2264365294547976,42.783928355903356,71.11315973693601,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,1.2513814004263775,40.575815049244994,67.44295177970004,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,1.276833632825022,38.45326899594948,63.914969139083546,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,1.3028035460313359,36.41456745963016,60.526348374711674,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,1.3293016693149884,34.45794592123267,57.2741565972918,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,1.3563387461037144,32.58160148500531,54.15539712983545,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,1.3839257383391397,30.78369636744982,51.167015306805965,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,1.412073830921203,29.062361456535037,48.30590439005309,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,1.440794436242974,27.415699928060114,45.56891157973891,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,1.4700991988177061,25.841790905733504,42.9528440979254,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,0.5,1.5,24.338693151287345,40.45447532208552,375.1021854315374,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.04000000000000001,1379.0197298794064,2292.1329129836513,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.040813572341413196,1367.7537860767513,2273.4072631424065,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.04164369218169419,1356.5208981112708,2254.7365569475155,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.04249069608552793,1345.3206051393493,2236.1200284093443,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.043354927463092406,1334.1524524051,2217.5569216569556,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.044236736709291076,1323.0159914411201,2199.046491271796,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.045136481345817485,1311.9107802753933,2180.5880026315917,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.046054526166109215,1300.8363836442963,2162.1807322644067,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.04699124338325009,1289.7923732118957,2143.8239682131375,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.04794701278088078,1278.778327795523,2125.517010410459,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.048922221867178504,1267.7938335977326,2107.2591710643637,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.049917266031968895,1256.8384844446944,2089.0497750544146,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.05093254870703324,1245.9118820310437,2070.8881603387176,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.05196848152967626,1235.0136361712932,2052.773678371801,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.05302548450962092,1224.1433650577906,2034.7056945333875,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.05410398619929744,1213.3006955252806,2016.683588568127,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.055204423867596164,1202.4852633221042,1998.706755036375,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.05632724367715431,1191.6967133880225,1980.774603775973,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.05747290086524861,1180.934700138702,1962.8865603751074,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.05864185992836731,1170.1988877568563,1945.0420666562256,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.059834594810535956,1159.4889504899925,1927.240581170942,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.061051589095473875,1148.8045729548228,1909.4815797060053,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.06229333620265888,1138.1454504481953,1891.7645558001163,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.06356033958737974,1127.5112892646134,1874.089021271692,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.06485311294485778,1116.9018070201855,1856.4545067573167,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.06617218041851981,1106.3167329830023,1838.8605622608748,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.06751807681250759,1095.755808409815,1821.3067577131642,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.06889134780850925,1085.2187868889291,1803.792683541831,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.07029255018700119,1074.7054346891791,1786.3179512514212,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.07172225205298974,1064.2155311148674,1768.8821940133375,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.07318103306634417,1053.7488688664996,1751.4850672654377,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.0746694846768147,1043.3052544071513,1734.1262493209847,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.0761882103638305,1032.8845083342517,1716.8054419866132,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.07773782588117499,1022.4864657566168,1699.5223711890067,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.07931895950663795,1012.1109766764469,1682.2767876098367,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.08093225229674476,1001.7579063760577,1665.0684673285662,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.0825783583466674,991.4271358090606,1647.8972124726492,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.08425794505542122,981.1185619956875,1630.7628518746183,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.08597169339645627,970.8320984219145,1613.6652417354833,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.08772029819375156,960.56767544205,1596.6042662938987,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.08950446840352538,950.3252406843742,1579.5798385003902,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.09132492740167533,940.104759459446,1562.5919006960207,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.09318241327706454,929.9062151705966,1545.640425294695,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.09507767913077335,919.7296097261699,1528.7254154683603,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.0970114933814372,909.5749639529831,1511.846905834241,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.09898464007679533,899.442318010462,1495.0049631431855,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.1009979192115758,889.3317318048945,1478.199686968227,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.10305214705184633,879.2432854031898,1461.4312103923044,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.10514815646596198,869.1770794454766,1444.6997006940605,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.10728679726224426,859.1332355559027,1428.0053600306564,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.10946893653352839,849.1118967508663,1411.3484261163078,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.11169545900871822,839.1132278439651,1394.7291728953703,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.11396726741149178,829.137415846846,1378.147911208612,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.11628528282630253,819.1846703651114,1361.6049894512644,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.11865044507182472,809.2552239884355,1345.1007942214576,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.12106371308199473,799.3493326739377,1328.635750957439,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.123526065294802,789.4672761218799,1312.2103245620406,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.12603850004898826,779.6093581426745,1295.8250200126947,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.12860203598881473,769.775907014159,1279.4803829552848,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.1312177124770628,759.967275828057,1263.177000280007,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.13388659001643394,750.1838428244877,1246.9155006773778,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.13660975067952133,740.4260117133634,1230.696555172443,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.13938829854752655,730.6942119814458,1214.5208776351506,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.1422233601578993,720.9888991838303,1198.3892252648386,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.1451160849610821,711.3105552185231,1182.3023990466256,684.9999735920181,0.6016316602183194
HalfDome,0.68,0.31,0.049,13.3,1.0,0.14806764578654466,701.6596885828117,1166.2612441775327,684.9999735920181,0.6016316602183194
