panel,curve,x,x3_ne_over_n200
0,without_c_no_bpl,0.07419245809412323,0.0051414958278656955
0,without_c_no_bpl,0.07682176129204271,0.0056184235111297175
0,without_c_no_bpl,0.07954425539316265,0.006138441920720823
0,without_c_no_bpl,0.08236323223570861,0.006705302068151708
0,without_c_no_bpl,0.08528211108122806,0.007323051189776811
0,without_c_no_bpl,0.08830443236682124,0.007996060218889841
0,without_c_no_bpl,0.0914338619994938,0.008729051236715432
0,without_c_no_bpl,0.0946741958026973,0.00952714076706367
0,without_c_no_bpl,0.09802936412045123,0.010395816274609143
0,without_c_no_bpl,0.10150343658463085,0.011341026462743788
0,without_c_no_bpl,0.10510062705120354,0.012369148621277108
0,without_c_no_bpl,0.10882529871140077,0.01348707164252038
0,without_c_no_bpl,0.11268196938402557,0.014702184037610855
0,without_c_no_bpl,0.1166753169953145,0.01602243697301928
0,without_c_no_bpl,0.12081018525300107,0.017456372819459588
0,without_c_no_bpl,0.12509158952146282,0.01901313860847537
0,without_c_no_bpl,0.12952472290507838,0.02070256618496018
0,without_c_no_bpl,0.1341149625471731,0.022535109487433005
0,without_c_no_bpl,0.13886787615219376,0.024522033387950344
0,without_c_no_bpl,0.14378922873902336,0.02667535770062791
0,without_c_no_bpl,0.1488849687732767,0.029007850662614215
0,without_c_no_bpl,0.15416131810988917,0.0315331196232426
0,without_c_no_bpl,0.15962465651968585,0.034265735887223106
0,without_c_no_bpl,0.16528161072718012,0.03722112424919977
0,without_c_no_bpl,0.17113904230203986,0.040415618239893085
0,without_c_no_bpl,0.17720405598178843,0.043866586847148815
0,without_c_no_bpl,0.18348400828945466,0.04759243234713928
0,without_c_no_bpl,0.1899865164566245,0.051612432414428096
0,without_c_no_bpl,0.19671946766271803,0.05594711335601969
0,without_c_no_bpl,0.2036910286016974,0.06061797778497581
0,without_c_no_bpl,0.21090965538781115,0.06564755244993738
0,without_c_no_bpl,0.21838410381238835,0.07105954808686163
0,without_c_no_bpl,0.22612343996412504,0.07687870889296254
0,without_c_no_bpl,0.2341370512257435,0.08313088204239728
0,without_c_no_bpl,0.2424346576603636,0.08984289739727874
0,without_c_no_bpl,0.2510263238013967,0.09704250656527467
0,without_c_no_bpl,0.2599224708602629,0.10475856566588652
0,without_c_no_bpl,0.2691338893667386,0.11302075524175718
0,without_c_no_bpl,0.2786717522572671,0.12185962362429736
0,without_c_no_bpl,0.28854762842710635,0.13130618396764807
0,without_c_no_bpl,0.2987734967627535,0.14139223064511916
0,without_c_no_bpl,0.3093617606716653,0.15214990484477026
0,without_c_no_bpl,0.320325263126899,0.16361169782582313
0,without_c_no_bpl,0.33167730224492176,0.17581007355444242
0,without_c_no_bpl,0.34343164741548354,0.188777446930689
0,without_c_no_bpl,0.3556025560031184,0.20254546896258774
0,without_c_no_bpl,0.3682047906405315,0.2171454302468261
0,without_c_no_bpl,0.3812536371348488,0.2326075018008469
0,without_c_no_bpl,0.39476481238703337,0.2489603464236542
0,without_c_no_bpl,0.4087549221551199,0.2662316898505553
0,without_c_no_bpl,0.4232408288260246,0.2844456993273084
0,without_c_no_bpl,0.4382401029958986,0.3036246897123211
0,without_c_no_bpl,0.45377093794701173,0.32378853305332334
0,without_c_no_bpl,0.4698521717151884,0.34495219753239337
0,without_c_no_bpl,0.48650330993929325,0.367127051864166
0,without_c_no_bpl,0.5037445495204826,0.3903200170223273
0,without_c_no_bpl,0.5215968031199181,0.41453254360274666
0,without_c_no_bpl,0.5400817245246565,0.43975939282009174
0,without_c_no_bpl,0.5592217349124862,0.46599011779684335
0,without_c_no_bpl,0.5790400500475623,0.49320638965581276
0,without_c_no_bpl,0.5995607084398344,0.5213804847523791
0,without_c_no_bpl,0.6208086005024162,0.5504790531250381
0,without_c_no_bpl,0.642809498742267,0.580458267705267
0,without_c_no_bpl,0.6655900890208052,0.6112635829132226
0,without_c_no_bpl,0.689178002922367,0.6428313462093952
0,without_c_no_bpl,0.7136018512697767,0.6750877936181038
0,without_c_no_bpl,0.7388912588276775,0.707947003385371
0,without_c_no_bpl,0.765076900235717,0.7413112237811826
0,without_c_no_bpl,0.7921905372151729,0.7750734835188703
0,without_c_no_bpl,0.8202650570941481,0.8091119655305195
0,without_c_no_bpl,0.8493345126980636,0.8432945973648152
0,without_c_no_bpl,0.8794341636538346,0.8774795717122846
0,without_c_no_bpl,0.9106005191578306,0.9115103217059454
0,without_c_no_bpl,0.942871382259491,0.9452224145554659
0,without_c_no_bpl,0.9762858957143153,0.9784411251131224
0,without_c_no_bpl,1.01088458946184,1.010979711673335
0,without_c_no_bpl,1.0467094297861916,1.0426491714076878
0,without_c_no_bpl,1.0838038702188493,1.0732483526637144
0,without_c_no_bpl,1.12221290424535,1.1025756623684697
0,without_c_no_bpl,1.1619831198798762,1.1304229397632428
0,without_c_no_bpl,1.2031627561739164,1.1565827236144341
0,without_c_no_bpl,1.2458017617275419,1.180846154712723
0,without_c_no_bpl,1.2899518552742695,1.2030110277762818
0,without_c_no_bpl,1.335666588412999,1.2228783854509564
0,without_c_no_bpl,1.3830014105631132,1.2402563488450309
0,without_c_no_bpl,1.4320137362215284,1.2549657699844494
0,without_c_no_bpl,1.4827625991019664,1.2668413635137565
0,battaglia16,0.04249783615797887,0.006677072474638413
0,battaglia16,0.04400392123471406,0.007269922959892595
