12.013,0.00113,1.0000000000000001e-7,1.7993785668773057e-8,1.7992829988977547e-8,1.7993871138737595e-8
12.013,0.00113,1.6426491045299075e-7,1.7993750163926606e-8,1.7992794484012213e-8,1.7993871138737595e-8
12.013,0.00113,2.698296080612907e-7,1.7993699910091012e-8,1.799274422999623e-8,1.7993871138737595e-8
12.013,0.00113,4.432353640575351e-7,1.7993628780399062e-8,1.7992673100024327e-8,1.7993871138737595e-8
12.013,0.00113,7.280801738650976e-7,1.7993528102796323e-8,1.7992572422110128e-8,1.7993871138737595e-8
12.013,0.00113,1.1959802456254818e-6,1.7993385602695423e-8,1.7992429921388323e-8,1.7993871138737595e-8
12.013,0.00113,1.9645758795121526e-6,1.7993183906326597e-8,1.7992228224443213e-8,1.7993871138737595e-8
12.013,0.00113,3.227108809261693e-6,1.7992898422196702e-8,1.7991942739080198e-8,1.7993871138737595e-8
12.013,0.00113,5.301007395754297e-6,1.799249434209246e-8,1.7991538657736037e-8,1.7993871138737595e-8
12.013,0.00113,8.707695051742211e-6,1.7991922395359806e-8,1.7990966708770367e-8,1.7993871138737595e-8
12.013,0.00113,1.4303687479263852e-5,1.7991112837365202e-8,1.7990157147859644e-8,1.7993871138737595e-8
12.013,0.00113,2.3495939429288417e-5,1.7989966935860214e-8,1.7989011242494055e-8,1.7993871138737595e-8
12.013,0.00113,3.8595583863609565e-5,1.7988344909577843e-8,1.7987389209451067e-8,1.7993871138737595e-8
12.013,0.00113,6.33990012723672e-5,1.7986048830951602e-8,1.798509312402211e-8,1.7993871138737595e-8
12.013,0.00113,0.00010414231266814445,1.7982798368397245e-8,1.7981842647031188e-8,1.7993871138737595e-8
12.013,0.00113,0.00017106927664800093,1.7978196319762455e-8,1.797724058491801e-8,1.7993871138737595e-8
12.013,0.00113,0.00028100679409841776,1.7971679529553233e-8,1.797072376693694e-8,1.7993871138737595e-8
12.013,0.00113,0.00046159555869258604,1.7962448745111745e-8,1.7961492951295052e-8,1.7993871138737595e-8
12.013,0.00113,0.0007582395311413588,1.7949367833340043e-8,1.794841198893608e-8,1.7993871138737595e-8
12.013,0.00113,0.00124552148684853,1.7930817803965436e-8,1.7929861882256972e-8,1.7993871138737595e-8
12.013,0.00113,0.002045954755044497,1.7904482895140737e-8,1.7903526879551992e-8,1.7993871138737595e-8
12.013,0.00113,0.0033607857462825456,1.7867032006813593e-8,1.786607579787031e-8,1.7993871138737595e-8
