mass_Msun,z,r_over_R200,direct_y,interpolated_y,relative_error
1.0e12,0.01,0.003,8.581117836108614e-7,8.587377745923528e-7,0.0007294981766330366
1.0e12,0.01,0.01,8.493964441324632e-7,8.506912142128463e-7,0.0015243413006107431
1.0e12,0.01,0.03,8.307047544748285e-7,8.330717000396972e-7,0.0028493222798093853
1.0e12,0.01,0.1,7.791295911371961e-7,7.827475013137384e-7,0.004643528134083308
1.0e12,0.01,0.3,6.583241882406526e-7,6.614463422236018e-7,0.004742578259645969
1.0e12,0.01,1.0,3.6982427672750883e-7,3.7380457148891026e-7,0.010762664897562058
1.0e12,0.01,2.0,1.6876186457410199e-7,1.7786209939155585e-7,0.053923526149819434
1.0e12,0.01,4.0,4.164177520593665e-8,5.116301203352388e-8,0.2286462760173067
1.0e12,0.1,0.003,7.327448193499501e-7,7.327447645823187e-7,7.474311658484112e-8
1.0e12,0.1,0.01,7.25534717102231e-7,7.255346186558149e-7,1.35688084546004e-7
1.0e12,0.1,0.03,7.101002191469607e-7,7.101000372887778e-7,2.561021359426263e-7
1.0e12,0.1,0.1,6.676186261954836e-7,6.676182767943621e-7,5.233543640681404e-7
1.0e12,0.1,0.3,5.679807254824506e-7,5.679801832572454e-7,9.546542353300325e-7
1.0e12,0.1,1.0,3.260789932842796e-7,3.260785201390428e-7,1.4510141608248261e-6
1.0e12,0.1,2.0,1.5214926106122692e-7,1.5214903532012095e-7,1.4836819081098795e-6
1.0e12,0.1,4.0,3.83222337011241e-8,3.832218262151635e-8,1.332897454409121e-6
1.0e12,0.5,0.003,4.730234757561289e-7,4.730234746684191e-7,2.2994837145517977e-9
1.0e12,0.5,0.01,4.6888565669204596e-7,4.6888565563861326e-7,2.246672847761033e-9
1.0e12,0.5,0.03,4.600847854756304e-7,4.600847843404804e-7,2.4672626164345957e-9
1.0e12,0.5,0.1,4.360878686459193e-7,4.360878683596105e-7,6.565391563739809e-10
1.0e12,0.5,0.3,3.797073237625265e-7,3.797073224388406e-7,3.486068989033697e-9
1.0e12,0.5,1.0,2.3546535310791465e-7,2.3546535600872022e-7,1.2319458120302329e-8
1.0e12,0.5,2.0,1.1995788843315866e-7,1.1995789037696695e-7,1.6204088959526075e-8
1.0e12,0.5,4.0,3.3576322633747344e-8,3.357632186281485e-8,2.2960599532773074e-8
1.0e12,1.0,0.003,3.7900460777335577e-7,3.790046078060743e-7,8.632738968117337e-11
1.0e12,1.0,0.01,3.760404550102002e-7,3.760404550904815e-7,2.1349122469871418e-10
1.0e12,1.0,0.03,3.697701086985445e-7,3.6977010908711033e-7,1.050830755744414e-9
1.0e12,1.0,0.1,3.5282407104417685e-7,3.5282407192794535e-7,2.504841889461318e-9
1.0e12,1.0,0.3,3.1308937887565475e-7,3.1308938304587736e-7,1.3319591429805655e-8
1.0e12,1.0,1.0,2.0745756141583468e-7,2.0745756499424527e-7,1.7248880102016528e-8
1.0e12,1.0,2.0,1.1496601146991057e-7,1.1496601286943653e-7,1.2173388963532261e-8
1.0e12,1.0,4.0,3.6482664383445855e-8,3.648266545079827e-8,2.9256427280799358e-8
1.0e12,3.0,0.003,3.405387702951868e-7,3.4053877032379305e-7,8.400302675681814e-11
1.0e12,3.0,0.01,3.3851960853523927e-7,3.3851960857782486e-7,1.257993709202765e-10
1.0e12,3.0,0.03,3.34295061517082e-7,3.3429506175753396e-7,7.1928063505311e-10
1.0e12,3.0,0.1,3.231094662270963e-7,3.231094666129705e-7,1.194252030600751e-9
1.0e12,3.0,0.3,2.972534879343345e-7,2.972534906787777e-7,9.232669295755613e-9
1.0e12,3.0,1.0,2.2447564770939866e-7,2.244756499521365e-7,9.991007354770431e-9
1.0e12,3.0,2.0,1.4922540414109374e-7,1.4922540737770047e-7,2.168938162405709e-8
1.0e12,3.0,4.0,6.528552681803599e-8,6.528553150859128e-8,7.184678629812424e-8
1.0e12,5.0,0.003,3.5483017057305187e-7,3.5483017057978986e-7,1.8989254613188677e-11
1.0e12,5.0,0.01,3.530458642483915e-7,3.5304586431447976e-7,1.8719448213744272e-10
1.0e12,5.0,0.03,3.49331898571676e-7,3.493318986419961e-7,2.012987554422807e-10
1.0e12,5.0,0.1,3.3960351560578075e-7,3.3960351631865485e-7,2.0991364202416207e-9
1.0e12,5.0,0.3,3.1738053742420706e-7,3.173805384737143e-7,3.3067788507423757e-9
1.0e12,5.0,1.0,2.5389005181183156e-7,2.5389005822459275e-7,2.525802456077031e-8
1.0e12,5.0,2.0,1.8370887607477736e-7,1.837088776689611e-7,8.677772056486788e-9
1.0e12,5.0,4.0,9.4783814314225e-8,9.478381857288758e-8,4.4930272169452223e-8
1.0e13,0.01,0.003,4.026757828444293e-6,4.031576129728633e-6,0.0011965709112933265
1.0e13,0.01,0.01,3.951762909681225e-6,3.96138343100673e-6,0.0024344884916898124
1.0e13,0.01,0.03,3.784763618029089e-6,3.800259441809542e-6,0.004094264621081534
1.0e13,0.01,0.1,3.3087253187072707e-6,3.3251414052931694e-6,0.004961453431351126
1.0e13,0.01,0.3,2.279969736678433e-6,2.293074827455499e-6,0.005747923126452781
1.0e13,0.01,1.0,6.670632861352255e-7,7.157630954686189e-7,0.07300628043187074
1.0e13,0.01,2.0,1.474079326160945e-7,1.90651376759522e-7,0.2933590029788262
1.0e13,0.01,4.0,1.3782604969938819e-8,2.7614156659215493e-8,1.0035513402179497
1.0e13,0.1,0.003,3.438270345467689e-6,3.4382699675490626e-6,1.0991533194726344e-7
1.0e13,0.1,0.01,3.3763041311159673e-6,3.376303402542693e-6,2.1579017939199474e-7
1.0e13,0.1,0.03,3.238657391831196e-6,3.238656050222894e-6,4.14248294888786e-7
1.0e13,0.1,0.1,2.846489183476411e-6,2.846486821776815e-6,8.296885897207673e-7
1.0e13,0.1,0.3,1.990280583541494e-6,1.990277961241908e-6,1.3175527147080146e-6
1.0e13,0.1,1.0,6.027606668081537e-7,6.02759788548498e-7,1.4570619883969016e-6
1.0e13,0.1,2.0,1.3532642331947515e-7,1.3532623013747823e-7,1.4275260675766788e-6
1.0e13,0.1,4.0,1.2376069798683999e-8,1.2376018086266423e-8,4.178420000555683e-6
1.0e13,0.5,0.003,2.219390237612324e-6,2.2193902326989077e-6,2.213858651956002e-9
1.0e13,0.5,0.01,2.183977444733123e-6,2.183977441333878e-6,1.5564470823292709e-9
1.0e13,0.5,0.03,2.10601228160406e-6,2.106012280069299e-6,7.287521697207922e-10
1.0e13,0.5,0.1,1.8847644668332833e-6,1.8847644812771985e-6,7.663512047173526e-9
1.0e13,0.5,0.3,1.3865843346212088e-6,1.3865843549473938e-6,1.4659176983400357e-8
1.0e13,0.5,1.0,4.813343383417373e-7,4.813343439051954e-7,1.1558406898259932e-8
1.0e13,0.5,2.0,1.1891802340001647e-7,1.1891802025162055e-7,2.6475346914800468e-8
1.0e13,0.5,4.0,1.0880703580114795e-8,1.0880702286952805e-8,1.1884911488291294e-7
1.0e13,1.0,0.003,1.7783338123432449e-6,1.7783338125157088e-6,9.698064573626652e-11
1.0e13,1.0,0.01,1.7530547592446001e-6,1.753054759255861e-6,6.423528375876231e-12
1.0e13,1.0,0.03,1.6978444428557853e-6,1.6978444447380051e-6,1.1085938833588216e-9
1.0e13,1.0,0.1,1.5421122775124422e-6,1.5421122789188079e-6,9.119736077423113e-10
1.0e13,1.0,0.3,1.1841786506269106e-6,1.184178660480224e-6,8.320799826933012e-9
1.0e13,1.0,1.0,4.686229180746569e-7,4.6862292178524775e-7,7.918073752222199e-9
1.0e13,1.0,2.0,1.3127456387790141e-7,1.3127456625718533e-7,1.812448546800738e-8
1.0e13,1.0,4.0,1.3293198893562992e-8,1.329319871136401e-8,1.3706180412853541e-8
1.0e13,3.0,0.003,1.5983777267333255e-6,1.598377726824659e-6,5.714140272061741e-11
1.0e13,3.0,0.01,1.581278616692978e-6,1.5812786168138597e-6,7.644551658358978e-11
