shape_index,x,previous_h,smooth_h,previous_dh_dx,smooth_dh_dx,physical_y_over_A
0.000000000000000000e+00,3.367999999999999883e+00,5.968492061048571843e-05,5.968492061048571843e-05,-4.968549795592930784e-05,-4.968549795592930784e-05,2.575893860149257699e-04
0.000000000000000000e+00,3.371999999999999886e+00,5.948662981648412121e-05,5.948662981648412121e-05,-4.946011201042182950e-05,-4.946011201042182950e-05,2.559893194064993827e-04
0.000000000000000000e+00,3.375999999999999890e+00,5.928923801641341692e-05,5.928923801641341692e-05,-4.923599955883129289e-05,-4.923599955883129289e-05,2.543950246830592866e-04
0.000000000000000000e+00,3.379999999999999893e+00,5.909274013343324280e-05,5.909274013343324280e-05,-4.901315204463358355e-05,-4.901315204463358355e-05,2.528064499220407640e-04
0.000000000000000000e+00,3.383999999999999897e+00,5.889713112479621733e-05,5.889713112479621733e-05,-4.879156097773542272e-05,-4.879156097773542272e-05,2.512235432543404555e-04
0.000000000000000000e+00,3.387999999999999901e+00,5.870240598158349660e-05,5.870240598158349660e-05,-4.857121793389028734e-05,-4.857121793389028734e-05,2.496462528570690112e-04
0.000000000000000000e+00,3.391999999999999904e+00,5.850855972844253960e-05,5.850855972844253960e-05,-4.835211455411994748e-05,-4.835211455411994748e-05,2.480745269461656134e-04
0.000000000000000000e+00,3.395999999999999908e+00,5.831558742332701499e-05,5.831558742332701499e-05,-4.813424254414135712e-05,-4.813424254414135712e-05,2.465083137688686265e-04
0.000000000000000000e+00,3.399999999999999911e+00,5.812348415723937755e-05,5.812348415723937755e-05,-4.791759367379974514e-05,-4.791759367379974514e-05,2.449475615960383613e-04
0.000000000000000000e+00,3.403999999999999915e+00,5.793224505397534887e-05,5.793224505397534887e-05,-4.770215977650681561e-05,-4.770215977650681561e-05,2.433922187143228741e-04
0.000000000000000000e+00,3.407999999999999918e+00,5.774186526987081034e-05,5.774186526987081034e-05,-4.748793274868459279e-05,-4.748793274868459279e-05,2.418422334181617045e-04
0.000000000000000000e+00,3.411999999999999922e+00,5.755233999355083068e-05,5.755233999355083068e-05,-4.727490454921468705e-05,-4.727490454921468705e-05,2.402975540016195292e-04
0.000000000000000000e+00,3.415999999999999925e+00,5.736366444568094319e-05,5.736366444568094319e-05,-4.706306719889290051e-05,-4.706306719889290051e-05,2.387581287500431179e-04
0.000000000000000000e+00,3.419999999999999929e+00,5.717583387872062525e-05,5.717583387872062525e-05,-4.685241277988925373e-05,-4.685241277988925373e-05,2.372239059315344085e-04
0.000000000000000000e+00,3.423999999999999932e+00,5.698884357667875658e-05,5.698884357667875658e-05,-4.664293343521306744e-05,-4.664293343521306744e-05,2.356948337882293744e-04
0.000000000000000000e+00,3.427999999999999936e+00,5.680268885487138808e-05,5.680268885487138808e-05,-4.643462136818351274e-05,-4.643462136818351274e-05,2.341708605273778055e-04
