mass_Msun,z,r_over_R200,direct_y,interpolated_y,relative_error
1.0e12,0.01,0.003,2.385892641992397e-6,2.3868340030474397e-6,0.00039455298133472816
1.0e12,0.01,0.01,2.3741561070391628e-6,2.376077541477674e-6,0.0008093125944053092
1.0e12,0.01,0.03,2.349655373802699e-6,2.35336789948303e-6,0.0015800298723478434
1.0e12,0.01,0.1,2.285141489248863e-6,2.2921330645069294e-6,0.003059580901646708
1.0e12,0.01,0.3,2.1374670625382395e-6,2.147383161721914e-6,0.004639182215935067
1.0e12,0.01,1.0,1.7251330946090383e-6,1.7369047625165185e-6,0.006823628822765215
1.0e12,0.01,2.0,1.290704401618891e-6,1.312746144513145e-6,0.01707729737855379
1.0e12,0.01,4.0,7.600206282640482e-7,8.085532977914815e-7,0.06385704245723711
1.0e12,0.1,0.003,2.1012549749729372e-6,2.101254871607347e-6,4.919231189060014e-8
1.0e12,0.1,0.01,2.090972735668724e-6,2.090972569761282e-6,7.934462220582361e-8
1.0e12,0.1,0.03,2.0695189401700575e-6,2.0695186505449623e-6,1.3994802827710373e-7
1.0e12,0.1,0.1,2.0130823087527303e-6,2.0130817413024653e-6,2.8188130341000317e-7
1.0e12,0.1,0.3,1.8839775597309019e-6,1.8839765385409943e-6,5.420393158761527e-7
1.0e12,0.1,1.0,1.5224183028635564e-6,1.5224167604042025e-6,1.0131639582855456e-6
1.0e12,0.1,2.0,1.1387439350686027e-6,1.1387424187594456e-6,1.3315628829557724e-6
1.0e12,0.1,4.0,6.664342218474276e-7,6.664331800220829e-7,1.563283082650635e-6
1.0e12,0.5,0.003,1.5271865709043821e-6,1.5271865675274337e-6,2.2112218722725174e-9
1.0e12,0.5,0.01,1.5199224573645116e-6,1.5199224540410663e-6,2.1865887989136468e-9
1.0e12,0.5,0.03,1.5047935242634632e-6,1.5047935208203406e-6,2.28810304037097e-9
1.0e12,0.5,0.1,1.4651362207339636e-6,1.4651362184017505e-6,1.5918063533959526e-9
1.0e12,0.5,0.3,1.3746769881362183e-6,1.3746769844817645e-6,2.658409048450494e-9
1.0e12,0.5,1.0,1.1190576928949586e-6,1.1190576990186843e-6,5.472216235702376e-9
1.0e12,0.5,2.0,8.409615163726801e-7,8.409615252312858e-7,1.053390130678622e-8
1.0e12,0.5,4.0,4.878216939482146e-7,4.878216901595305e-7,7.766534526609803e-9
1.0e12,1.0,0.003,1.3747080438934792e-6,1.3747080439450732e-6,3.753086730284849e-11
1.0e12,1.0,0.01,1.368401205627321e-6,1.3684012057585584e-6,9.590572780382445e-11
1.0e12,1.0,0.03,1.3552872210944868e-6,1.3552872217293103e-6,4.684050924907979e-10
1.0e12,1.0,0.1,1.3210255475990826e-6,1.3210255490222255e-6,1.0773015812759468e-9
1.0e12,1.0,0.3,1.243134873666288e-6,1.2431348811462974e-6,6.017053744145073e-9
1.0e12,1.0,1.0,1.02170224288744e-6,1.0217022516761268e-6,8.602003997992824e-9
1.0e12,1.0,2.0,7.756548979863332e-7,7.756549029080351e-7,6.3452212373249495e-9
1.0e12,1.0,4.0,4.5326691153805883e-7,4.5326691937327956e-7,1.7286107878433654e-8
1.0e12,3.0,0.003,1.6597158955432765e-6,1.6597158956362904e-6,5.604205988163358e-11
1.0e12,3.0,0.01,1.6528998410232174e-6,1.6528998411540463e-6,7.915113009460129e-11
1.0e12,3.0,0.03,1.6387776090842909e-6,1.638777609778216e-6,4.234406159042692e-10
1.0e12,3.0,0.1,1.6021678422566503e-6,1.6021678433264001e-6,6.676890151879888e-10
1.0e12,3.0,0.3,1.5197383720323525e-6,1.5197383799592835e-6,5.215983867046248e-9
1.0e12,3.0,1.0,1.2837143623127484e-6,1.2837143699177238e-6,5.924196022633055e-9
1.0e12,3.0,2.0,1.0102162811715468e-6,1.010216294275632e-6,1.2971564045116679e-8
1.0e12,3.0,4.0,6.236520718226652e-7,6.23652097992634e-7,4.196244995924303e-8
1.0e12,5.0,0.003,2.067270802671379e-6,2.06727080270047e-6,1.4072076837123859e-11
1.0e12,5.0,0.01,2.059387629617754e-6,2.059387629892078e-6,1.3320677894057553e-10
1.0e12,5.0,0.03,2.043084941643485e-6,2.043084941921987e-6,1.3631451523110627e-10
1.0e12,5.0,0.1,2.0010034596420903e-6,2.001003462354736e-6,1.3556427091998557e-9
1.0e12,5.0,0.3,1.9068365929887842e-6,1.9068365970546713e-6,2.1322681398316945e-9
1.0e12,5.0,1.0,1.6370706863184235e-6,1.6370707138382788e-6,1.6810425718105648e-8
1.0e12,5.0,2.0,1.3185543405191348e-6,1.3185543481742183e-6,5.8056641716319746e-9
1.0e12,5.0,4.0,8.497585585158575e-7,8.497585835611146e-7,2.9473380402933458e-8
1.0e13,0.01,0.003,4.279797704599307e-6,4.283477225268801e-6,0.0008597417269371466
1.0e13,0.01,0.01,4.225315275197337e-6,4.232857420406779e-6,0.0017849899281396908
1.0e13,0.01,0.03,4.10663861508356e-6,4.119845976780237e-6,0.0032161003035833247
1.0e13,0.01,0.1,3.773879993918241e-6,3.79210772310849e-6,0.004829970539504069
1.0e13,0.01,0.3,3.01456896227389e-6,3.0339732830320677e-6,0.006436847523149991
1.0e13,0.01,1.0,1.4591988238168557e-6,1.5264268879051503e-6,0.04607190123169436
1.0e13,0.01,2.0,6.043033106433545e-7,7.06886544303572e-7,0.16975454519851163
1.0e13,0.01,4.0,1.5378771422861294e-7,2.3297759993436272e-7,0.5149298570627698
1.0e13,0.1,0.003,3.777108614759952e-6,3.777108302140994e-6,8.27667376857022e-8
1.0e13,0.1,0.01,3.7294067110797275e-6,3.729406125661938e-6,1.5697343702658628e-7
