mass_Msun,z,r_over_R200,direct_y,interpolated_y,relative_error
1.0e12,0.01,0.003,3.881154658703018e-7,3.884365131667248e-7,0.0008271953185454706
1.0e12,0.01,0.01,3.835520146784231e-7,3.8421389006324123e-7,0.001725647003504971
1.0e12,0.01,0.03,3.7368624870357807e-7,3.7487115961974695e-7,0.00317087107240277
1.0e12,0.01,0.1,3.4618398548426514e-7,3.478807612676304e-7,0.004901369949253054
1.0e12,0.01,0.3,2.821933452008832e-7,2.835124375802056e-7,0.004674427663711844
1.0e12,0.01,1.0,1.4010517025603909e-7,1.424534992343623e-7,0.016761187142713574
1.0e12,0.01,2.0,5.479979572595458e-8,5.929939353082906e-8,0.08210975506872842
1.0e12,0.01,4.0,1.0650848730977706e-8,1.4154006302918402e-8,0.32890877153778897
1.0e12,0.1,0.003,3.313106119148894e-7,3.3131058475739073e-7,8.19699028653531e-8
1.0e12,0.1,0.01,3.275757099006141e-7,3.275756600825895e-7,1.5208094839014308e-7
1.0e12,0.1,0.03,3.1952232139160773e-7,3.195222287816783e-7,2.8983868494147913e-7
1.0e12,0.1,0.1,2.9713997142318775e-7,2.9713979596007905e-7,5.905065812994437e-7
1.0e12,0.1,0.3,2.44884290449294e-7,2.448840318282191e-7,1.0560950007842962e-6
1.0e12,0.1,1.0,1.258495212992331e-7,1.2584933101234438e-7,1.512019169758183e-6
1.0e12,0.1,2.0,5.099174496343963e-8,5.0991670323009534e-8,1.463774776611082e-6
1.0e12,0.1,4.0,1.0261482648184215e-8,1.02614674548735e-8,1.4806155442803615e-6
1.0e12,0.5,0.003,2.13580039877792e-7,2.1358003938478281e-7,2.3083110978205923e-9
1.0e12,0.5,0.01,2.1151798664147044e-7,2.1151798616503135e-7,2.252475539421539e-9
1.0e12,0.5,0.03,2.0711118709773283e-7,2.0711118657669486e-7,2.5157403937825507e-9
1.0e12,0.5,0.1,1.9500686737393936e-7,1.9500686728434424e-7,4.594460367712827e-10
1.0e12,0.5,0.3,1.6655895441558874e-7,1.665589537633977e-7,3.915676893839759e-9
1.0e12,0.5,1.0,9.63676140379582e-8,9.63676151761695e-8,1.1811139177808627e-8
1.0e12,0.5,2.0,4.4689439293053476e-8,4.468943977006089e-8,1.0673828487739456e-8
1.0e12,0.5,4.0,1.0632638769573308e-8,1.063263845264644e-8,2.980698166066276e-8
1.0e12,1.0,0.003,1.7085793128192697e-7,1.7085793129815146e-7,9.495892960842411e-11
1.0e12,1.0,0.01,1.6943219669733425e-7,1.694321967372211e-7,2.3541479876598714e-10
1.0e12,1.0,0.03,1.664077026415058e-7,1.6640770283485862e-7,1.1619223361236664e-9
1.0e12,1.0,0.1,1.5819445656831597e-7,1.581944570061649e-7,2.767789331059589e-9
1.0e12,1.0,0.3,1.3889916648516578e-7,1.388991685033027e-7,1.4529510705685311e-8
1.0e12,1.0,1.0,8.852550911819868e-8,8.852551073412085e-8,1.8253746070229226e-8
1.0e12,1.0,2.0,4.643543615973522e-8,4.643543674019881e-8,1.2500444457330673e-8
1.0e12,1.0,4.0,1.3323471517856365e-8,1.332347185563393e-8,2.5352068666606442e-8
1.0e12,3.0,0.003,1.528210050466817e-7,1.5282100505930904e-7,8.262834860772728e-11
1.0e12,3.0,0.01,1.519280506511199e-7,1.5192805066986958e-7,1.234115032389127e-10
1.0e12,3.0,0.03,1.5006068732990542e-7,1.50060687435514e-7,7.037723737113311e-10
1.0e12,3.0,0.1,1.4512119231763667e-7,1.451211924869789e-7,1.16690213047832e-9
1.0e12,3.0,0.3,1.3371453752708268e-7,1.337145387353367e-7,9.036070780510386e-9
1.0e12,3.0,1.0,1.0155344903128509e-7,1.0155345002929542e-7,9.827439084730827e-9
1.0e12,3.0,2.0,6.808042472757633e-8,6.808042618547086e-8,2.1414298334576642e-8
1.0e12,3.0,4.0,3.0280775138191985e-8,3.028077730661394e-8,7.16105166276293e-8
1.0e12,5.0,0.003,1.5876462369044153e-7,1.5876462369326427e-7,1.7779333560952182e-11
1.0e12,5.0,0.01,1.5801288225506163e-7,1.58012882282487e-7,1.7356405201951475e-10
1.0e12,5.0,0.03,1.5645069638803332e-7,1.5645069641690965e-7,1.8457146921946332e-10
1.0e12,5.0,0.1,1.5237320910566985e-7,1.5237320939631515e-7,1.9074566370846924e-9
1.0e12,5.0,0.3,1.4310093996756584e-7,1.4310094039861177e-7,3.0121809491134854e-9
1.0e12,5.0,1.0,1.1654306475003118e-7,1.1654306746776345e-7,2.3319553843492713e-8
1.0e12,5.0,2.0,8.663178734545258e-8,8.663178804724542e-8,8.100869974825287e-9
1.0e12,5.0,4.0,4.721741576832784e-8,4.721741777153003e-8,4.242507034568632e-8
1.0e13,0.01,0.003,2.86976531321721e-6,2.873581648385267e-6,0.0013298422524239406
1.0e13,0.01,0.01,2.809117806097587e-6,2.816642994074859e-6,0.0026788438565792383
1.0e13,0.01,0.03,2.6729192874739726e-6,2.68461380458308e-6,0.004375185275481863
1.0e13,0.01,0.1,2.2840547306344266e-6,2.2953436009537096e-6,0.0049424692709301166
1.0e13,0.01,0.3,1.4729908768014338e-6,1.4833893830808518e-6,0.007059450566318626
1.0e13,0.01,1.0,3.5139521355021067e-7,3.8638233051635084e-7,0.09956628780642429
1.0e13,0.01,2.0,6.239001624715644e-8,8.655165253429797e-8,0.3872676710232905
1.0e13,0.01,4.0,4.3555724442503234e-9,1.0109424983512457e-8,1.3210324504779258
1.0e13,0.1,0.003,2.4501414431698197e-6,2.4501411485069855e-6,1.2026360152184168e-7
1.0e13,0.1,0.01,2.400586999365676e-6,2.400586425576572e-6,2.390203329705187e-7
1.0e13,0.1,0.03,2.2896574639058906e-6,2.2896564119835702e-6,4.594234451760215e-7
1.0e13,0.1,0.1,1.972869360359355e-6,1.9728675654293696e-6,9.098068131097037e-7
1.0e13,0.1,0.3,1.3015930080712577e-6,1.3015911906444165e-6,1.396309622037073e-6
1.0e13,0.1,1.0,3.2815338823203413e-7,3.281529164684976e-7,1.4376311611163928e-6
1.0e13,0.1,2.0,6.0129032768086e-8,6.012893647596957e-8,1.6014246695394974e-6
1.0e13,0.1,4.0,4.1537794805213875e-9,4.153755083687883e-9,5.873406043521712e-6
1.0e13,0.5,0.003,1.5803978832049968e-6,1.5803978797058897e-6,2.2140671518400268e-9
1.0e13,0.5,0.01,1.553190336507353e-6,1.5531903341956046e-6,1.488387080250675e-9
1.0e13,0.5,0.03,1.4929917542023126e-6,1.4929917533268437e-6,5.863856067378492e-10
1.0e13,0.5,0.1,1.3216025524832888e-6,1.321602563757229e-6,8.530507411563804e-9
1.0e13,0.5,0.3,9.410583936498786e-7,9.410584080247131e-7,1.5275178011364687e-8
1.0e13,0.5,1.0,2.924058973967713e-7,2.924058995645796e-7,7.413695435332102e-9
1.0e13,0.5,2.0,6.302972559308525e-8,6.30297235125451e-8,3.300887208013137e-8
1.0e13,0.5,4.0,4.6643028151378405e-9,4.664302180859974e-9,1.359855678062516e-7
1.0e13,1.0,0.003,1.2649069867475638e-6,1.264906986878203e-6,1.0327960708877981e-10
1.0e13,1.0,0.01,1.2461804768067325e-6,1.2461804768169137e-6,8.169909193611602e-12
1.0e13,1.0,0.03,1.2051781408158816e-6,1.205178142238115e-6,1.1801022381519033e-9
1.0e13,1.0,0.1,1.0892501894207233e-6,1.0892501904746388e-6,9.675604761838486e-10
1.0e13,1.0,0.3,8.241175916209782e-7,8.241175988259127e-7,8.742604862277403e-9
1.0e13,1.0,1.0,3.092600554219276e-7,3.092600579684683e-7,8.234302129039861e-9
1.0e13,1.0,2.0,8.068419768413224e-8,8.068419913072888e-8,1.7929119744408695e-8
1.0e13,1.0,4.0,7.221519916206595e-9,7.22151981068375e-9,1.4612276388881185e-8
1.0e13,3.0,0.003,1.1325455225050166e-6,1.1325455225665775e-6,5.435629724104274e-11
1.0e13,3.0,0.01,1.1209178154514852e-6,1.120917815532408e-6,7.219336239927543e-11
1.0e13,3.0,0.03,1.0960179849130649e-6,1.0960179853730006e-6,4.196425429370265e-10
1.0e13,3.0,0.1,1.0273786080714638e-6,1.0273786095444693e-6,1.433751339874334e-9
1.0e13,3.0,0.3,8.656972714787308e-7,8.656972743477903e-7,3.3141602795438985e-9
1.0e13,3.0,1.0,4.7170841447854735e-7,4.7170842262542337e-7,1.7270999963514555e-8
1.0e13,3.0,2.0,1.9555830957760584e-7,1.9555832432529392e-7,7.541325208748617e-8
1.0e13,3.0,4.0,3.4791188631934036e-8,3.479118878729823e-8,4.465618985705078e-9
1.0e13,5.0,0.003,1.1771680409127566e-6,1.1771680410584475e-6,1.2376388802692873e-10
1.0e13,5.0,0.01,1.1674157519108633e-6,1.1674157521163616e-6,1.7602830304497274e-10
1.0e13,5.0,0.03,1.1467519004364265e-6,1.1467519017963358e-6,1.1858791726382378e-9
1.0e13,5.0,0.1,1.0907272011997705e-6,1.0907272031208543e-6,1.7612871161531984e-9
1.0e13,5.0,0.3,9.589707913574567e-7,9.589708056501115e-7,1.490416079441559e-8
1.0e13,5.0,1.0,6.110051253819747e-7,6.110051332588984e-7,1.2891747447341118e-8
1.0e13,5.0,2.0,3.153661981775483e-7,3.1536620983949225e-7,3.697905492927589e-8
1.0e13,5.0,4.0,8.326780309629869e-8,8.326781148180538e-8,1.0070527123318129e-7
1.0e14,0.01,0.003,2.11134355168728e-5,2.115761025259222e-5,0.0020922571167596438
1.0e14,0.01,0.01,2.028715360028551e-5,2.0365039868794913e-5,0.003839191541799458
1.0e14,0.01,0.03,1.8362538825164325e-5,1.8454005899022515e-5,0.004981177969401562
1.0e14,0.01,0.1,1.3134523687571496e-5,1.3197306971464384e-5,0.004780019845888717
1.0e14,0.01,0.3,5.219228325962968e-6,5.422200699316566e-6,0.03888934545053635
1.0e14,0.01,1.0,3.6205889965342825e-7,5.255430000844472e-7,0.45154006872227126
