beta,P0_lower,P0_upper
5.775350392311880299e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.781623024055653204e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.787895655799427885e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.794168287543200790e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.800440919286975472e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.806713551030748377e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.812986182774523058e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.819258814518296852e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.825531446262070645e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.831804078005844438e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.838076709749618232e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.844349341493392025e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.850621973237165818e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.856894604980939611e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.863167236724713405e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.869439868468487198e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.875712500212260991e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.881985131956034785e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.888257763699808578e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.894530395443582371e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.900803027187356165e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.907075658931129958e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.913348290674903751e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.919620922418678433e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.925893554162451338e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.932166185906226019e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.938438817649998924e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.944711449393773606e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.950984081137546511e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.957256712881321192e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.963529344625094097e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.969801976368868779e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.976074608112641684e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.982347239856416365e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.988619871600189271e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.994892503343963952e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.001165135087736857e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.007437766831511539e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.013710398575284444e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.019983030319059125e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.026255662062832918e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.032528293806606712e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.038800925550380505e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.045073557294154298e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.051346189037928092e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.057618820781701885e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.063891452525475678e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.070164084269249472e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.076436716013023265e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.082709347756797058e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.088981979500570851e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.095254611244344645e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.101527242988118438e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.107799874731892231e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.114072506475666913e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.120345138219439818e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.126617769963214499e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.132890401706987404e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.139163033450762086e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.145435665194534991e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.151708296938309672e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.157980928682082578e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.164253560425857259e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.170526192169630164e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.176798823913404846e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.183071455657177751e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.189344087400952432e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.195616719144725337e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.201889350888500019e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.208161982632272924e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.214434614376047605e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.220707246119821399e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.226979877863595192e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.233252509607368985e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.239525141351142778e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.245797773094916572e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.252070404838690365e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.258343036582464158e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.264615668326237952e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.270888300070011745e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.277160931813785538e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.283433563557559332e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.289706195301333125e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.295978827045106918e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.302251458788880711e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.308524090532654505e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.314796722276428298e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.321069354020202979e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.327341985763975885e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.333614617507750566e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.339887249251523471e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.346159880995298153e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.352432512739071058e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.358705144482845739e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.364977776226618644e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.371250407970393326e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.377523039714166231e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.383795671457940912e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.390068303201713817e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.396340934945488499e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.402613566689261404e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.408886198433036085e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.415158830176808991e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.421431461920583672e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.427704093664357465e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.433976725408131259e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.440249357151905052e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.446521988895678845e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.452794620639452638e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.459067252383226432e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.465339884127000225e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.471612515870774018e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.477885147614547812e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.484157779358321605e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.490430411102095398e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.496703042845869192e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.502975674589642985e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.509248306333416778e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.515520938077191460e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.521793569820964365e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.528066201564739046e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.534338833308511951e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.540611465052286633e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.546884096796059538e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.553156728539834219e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.559429360283607124e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.565701992027381806e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.571974623771154711e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.578247255514929392e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.584519887258702298e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.590792519002476979e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.597065150746249884e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.603337782490024566e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.609610414233797471e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.615883045977572152e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.622155677721345945e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.628428309465119739e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.634700941208893532e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.640973572952667325e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.647246204696441119e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.653518836440214912e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.659791468183988705e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.666064099927762499e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.672336731671536292e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.678609363415310085e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.684881995159083878e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.691154626902857672e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.697427258646631465e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.703699890390405258e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.709972522134179052e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.716245153877952845e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.722517785621727526e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.728790417365500431e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.735063049109275113e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.741335680853048018e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.747608312596822699e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.753880944340595605e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.760153576084370286e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.766426207828143191e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.772698839571917873e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.778971471315690778e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.785244103059465459e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.791516734803238364e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.797789366547013046e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.804061998290785951e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.810334630034560632e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.816607261778333537e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.822879893522108219e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.829152525265882012e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.835425157009655805e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.841697788753429599e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.847970420497203392e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.854243052240977185e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.860515683984750979e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.866788315728524772e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.873060947472298565e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.879333579216072359e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.885606210959846152e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.891878842703619945e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.898151474447393738e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.904424106191167532e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.910696737934941325e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.916969369678716006e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.923242001422488912e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.929514633166263593e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.935787264910036498e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.942059896653811180e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.948332528397584085e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.954605160141358766e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.960877791885131671e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.967150423628906353e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.973423055372679258e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.979695687116453939e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.985968318860226844e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.992240950604001526e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.998513582347774431e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.004786214091549112e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.011058845835322018e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.017331477579096699e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.023604109322870492e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.029876741066644286e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.036149372810418079e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.042422004554191872e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.048694636297965666e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.054967268041739459e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.061239899785513252e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.067512531529287045e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.073785163273060839e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.080057795016834632e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.086330426760608425e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.092603058504382219e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.098875690248156012e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.105148321991929805e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.111420953735703598e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.117693585479477392e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.123966217223252073e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.130238848967024978e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.136511480710799660e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.142784112454572565e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.149056744198347246e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.155329375942120151e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.161602007685894833e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.167874639429667738e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.174147271173442419e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.180419902917215325e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.186692534660990006e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.192965166404762911e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.199237798148537593e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.205510429892310498e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.211783061636085179e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.218055693379858084e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.224328325123632766e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.230600956867406559e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.236873588611180352e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.243146220354954146e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.249418852098727939e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.255691483842501732e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.261964115586275526e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.268236747330049319e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.274509379073823112e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.280782010817596905e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.287054642561370699e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.293327274305144492e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.299599906048918285e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.305872537792692079e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.312145169536465872e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.318417801280240553e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.324690433024013458e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.330963064767788140e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.337235696511561045e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.343508328255335726e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.349780959999108632e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.356053591742883313e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.362326223486656218e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.368598855230430900e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.374871486974203805e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.381144118717978486e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.387416750461751391e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.393689382205526073e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.399962013949298978e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.406234645693073659e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.412507277436846564e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.418779909180621246e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.425052540924394151e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.431325172668168833e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.437597804411941738e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.443870436155716419e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.450143067899489324e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.456415699643264006e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.462688331387036911e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.468960963130811592e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.475233594874586274e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.481506226618359179e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.487778858362133860e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.494051490105906765e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.500324121849681447e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.506596753593454352e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.512869385337229033e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.519142017081001939e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.525414648824776620e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.531687280568549525e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.537959912312324207e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.544232544056097112e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.550505175799871793e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.556777807543644698e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.563050439287419380e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.569323071031192285e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.575595702774966966e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.581868334518739871e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.588140966262514553e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.594413598006287458e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.600686229750062139e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.606958861493835045e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.613231493237609726e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.619504124981382631e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.625776756725157313e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.632049388468930218e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.638322020212704899e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.644594651956477804e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.650867283700252486e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.657139915444025391e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.663412547187800072e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.669685178931574754e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.675957810675347659e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.682230442419122340e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.688503074162895246e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.694775705906669927e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.701048337650442832e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.707320969394217514e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.713593601137990419e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.719866232881765100e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.726138864625538005e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.732411496369312687e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.738684128113085592e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.744956759856860273e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.751229391600633178e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.757502023344407860e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.763774655088180765e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.770047286831955446e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.776319918575728352e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.782592550319503033e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.788865182063275938e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.795137813807050620e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.801410445550823525e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.807683077294598206e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.813955709038371111e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.820228340782145793e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.826500972525918698e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.832773604269693379e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.839046236013466284e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.845318867757240966e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.851591499501013871e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.857864131244788553e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.864136762988561458e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.870409394732336139e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.876682026476110821e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.882954658219883726e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.889227289963658407e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.895499921707431312e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.901772553451205994e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.908045185194978899e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.914317816938753580e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.920590448682526485e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.926863080426301167e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.933135712170074072e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.939408343913848753e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.945680975657621659e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.951953607401396340e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.958226239145169245e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.964498870888943927e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.970771502632716832e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.977044134376491513e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.983316766120264418e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.989589397864039100e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.995862029607812005e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.002134661351586686e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.008407293095359591e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.014679924839134273e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.020952556582907178e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.027225188326681860e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.033497820070454765e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.039770451814229446e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.046043083558002351e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.052315715301777033e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.058588347045549938e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.064860978789324619e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.071133610533099301e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.077406242276872206e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.083678874020646887e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.089951505764419792e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.096224137508194474e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.102496769251967379e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.108769400995742060e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.115042032739514966e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.121314664483289647e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.127587296227062552e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.133859927970837234e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.140132559714610139e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.146405191458384820e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.152677823202157725e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.158950454945932407e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.165223086689705312e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.171495718433479993e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.177768350177252898e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.184040981921027580e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.190313613664800485e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.196586245408575166e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.202858877152348072e+00,1.000000000000000000e+00,6.000000000000000000e+01
