beta,P0_lower,P0_upper
5.568353544767344232e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.574626176511117137e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.580898808254891819e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.587171439998664724e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.593444071742439405e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.599716703486212310e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.605989335229986992e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.612261966973759897e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.618534598717534578e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.624807230461308372e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.631079862205082165e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.637352493948855958e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.643625125692629751e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.649897757436403545e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.656170389180177338e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.662443020923951131e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.668715652667724925e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.674988284411498718e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.681260916155272511e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.687533547899046305e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.693806179642820098e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.700078811386593891e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.706351443130367684e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.712624074874142366e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.718896706617915271e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.725169338361689952e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.731441970105462858e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.737714601849237539e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.743987233593010444e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.750259865336785126e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.756532497080558031e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.762805128824332712e+00,1.000000000000000000e+00,6.000000000000000000e+01
5.769077760568105617e+00,1.000000000000000000e+00,6.000000000000000000e+01
