mass_Msun,z,r_over_R200,direct_y,interpolated_y,relative_error
1.0e12,0.01,0.003,7.565275174536289e-7,7.57038846153266e-7,0.0006758890956910513
1.0e12,0.01,0.01,7.494155988770626e-7,7.504799105901223e-7,0.001420188897394814
1.0e12,0.01,0.03,7.342164090517057e-7,7.36185052066141e-7,0.00268128441446569
1.0e12,0.01,0.1,6.92496324262268e-7,6.956098145891359e-7,0.004496038777078937
1.0e12,0.01,0.3,5.947411055137245e-7,5.976938720398111e-7,0.0049647930817495745
1.0e12,0.01,1.0,3.5474902199358115e-7,3.5864018974746654e-7,0.01096879064533618
1.0e12,0.01,2.0,1.7617564353889986e-7,1.8509689772061797e-7,0.05063840836629763
1.0e12,0.01,4.0,5.082235772477264e-8,6.141545518395374e-8,0.2084338061714448
1.0e12,0.1,0.003,6.683183234190693e-7,6.683182776499413e-7,6.848402389625363e-8
1.0e12,0.1,0.01,6.62220165090426e-7,6.622200822316746e-7,1.2512266434061559e-7
1.0e12,0.1,0.03,6.492095431867473e-7,6.492093891276767e-7,2.3730253539966384e-7
1.0e12,0.1,0.1,6.135820821211898e-7,6.135817825481346e-7,4.882363157099334e-7
1.0e12,0.1,0.3,5.300419024009033e-7,5.300414247064294e-7,9.012390751461652e-7
1.0e12,0.1,1.0,3.220540666592845e-7,3.220536092225036e-7,1.4203726275141548e-6
1.0e12,0.1,2.0,1.6302779149077015e-7,1.6302754331506167e-7,1.5222908082979103e-6
1.0e12,0.1,4.0,4.790653906807885e-8,4.790646852877533e-8,1.4724358072815136e-6
1.0e12,0.5,0.003,4.878657585652271e-7,4.8786575753574e-7,2.110185248760388e-9
1.0e12,0.5,0.01,4.838799405091701e-7,4.838799395110919e-7,2.0626569341430923e-9
1.0e12,0.5,0.03,4.7542536066597766e-7,4.754253595886346e-7,2.2660614495961795e-9
1.0e12,0.5,0.1,4.5247843579476543e-7,4.5247843550188484e-7,6.472807845270268e-10
1.0e12,0.5,0.3,3.9866510660051506e-7,3.986651053283531e-7,3.19105419865906e-9
1.0e12,0.5,1.0,2.585914920519948e-7,2.585914947079387e-7,1.0270809314150142e-8
1.0e12,0.5,2.0,1.4098746156749614e-7,1.4098746304918342e-7,1.0509354941845572e-8
1.0e12,0.5,4.0,4.528947990065113e-8,4.528947895773665e-8,2.081972427792067e-8
1.0e12,1.0,0.003,4.379148557141145e-7,4.3791485574937536e-7,8.051981303935918e-11
1.0e12,1.0,0.01,4.346937565184827e-7,4.346937566039769e-7,1.9667689699076618e-10
1.0e12,1.0,0.03,4.278947923131996e-7,4.278947927235068e-7,9.588974059226985e-10
1.0e12,1.0,0.1,4.0959360682972145e-7,4.0959360775950047e-7,2.270003740534321e-9
1.0e12,1.0,0.3,3.667955863682483e-7,3.6679559077093674e-7,1.2003111837799452e-8
1.0e12,1.0,1.0,2.517048949732906e-7,2.517048987226437e-7,1.4895829236749591e-8
1.0e12,1.0,2.0,1.472773135661286e-7,1.4727731501218513e-7,9.818596602428897e-9
1.0e12,1.0,4.0,5.2449866027304034e-8,5.2449866803728785e-8,1.4803178904898573e-8
1.0e12,3.0,0.003,5.169601760081358e-7,5.169601760495049e-7,8.002376539195666e-11
1.0e12,3.0,0.01,5.140272437961302e-7,5.140272438572935e-7,1.1898837470880608e-10
1.0e12,3.0,0.03,5.07898169161656e-7,5.078981695044854e-7,6.749962810914667e-10
1.0e12,3.0,0.1,4.917103136598555e-7,4.917103142069317e-7,1.1125984578086445e-9
1.0e12,3.0,0.3,4.5439806311214585e-7,4.543980669999481e-7,8.555939290388892e-9
