mass_Msun,z,r_over_R200,independent_y,production_direct_y,production_interpolated_y,direct_relative_error,interpolated_relative_error
1.000000000000000000e+12,1.000000000000000021e-02,3.000000000000000062e-03,7.565275174364549595e-07,7.565275174536288701e-07,7.570388461532659571e-07,2.270095222911550081e-11,6.758891184073245739e-04
1.000000000000000000e+12,1.000000000000000021e-02,1.000000000000000021e-02,7.494155989584027611e-07,7.494155988770626107e-07,7.504799105901222678e-07,1.085380674226144038e-10,1.420188788702425597e-03
1.000000000000000000e+12,1.000000000000000021e-02,2.999999999999999889e-02,7.342164093868330810e-07,7.342164090517056601e-07,7.361850520661410185e-07,4.564423283781593454e-10,2.681283956799562773e-03
1.000000000000000000e+12,1.000000000000000021e-02,1.000000000000000056e-01,6.924963257426340688e-07,6.924963242622680224e-07,6.956098145891358531e-07,2.137723997819307442e-09,4.496036629743738189e-03
1.000000000000000000e+12,1.000000000000000021e-02,2.999999999999999889e-01,5.947411086924676850e-07,5.947411055137244522e-07,5.976938720398110951e-07,5.344751197178254642e-09,4.964787710462825743e-03
1.000000000000000000e+12,1.000000000000000021e-02,1.000000000000000000e+00,3.547490251714919652e-07,3.547490219935811540e-07,3.586401897474665384e-07,8.958194630537263947e-09,1.096878158888103805e-02
1.000000000000000000e+12,1.000000000000000021e-02,2.000000000000000000e+00,1.761756438401497499e-07,1.761756435388998617e-07,1.850968977206179683e-07,1.709940633531914500e-09,5.063840656976847932e-02
1.000000000000000000e+12,1.000000000000000021e-02,4.000000000000000000e+00,5.082235706239306369e-08,5.082235772477264316e-08,6.141545518395373891e-08,1.303323227119790317e-08,2.084338219212431564e-01
1.000000000000000000e+12,1.000000000000000056e-01,3.000000000000000062e-03,6.683183233998159588e-07,6.683183234190693353e-07,6.683182776499413390e-07,2.880873317678833700e-11,6.845521516307684351e-08
1.000000000000000000e+12,1.000000000000000056e-01,1.000000000000000021e-02,6.622201651455152571e-07,6.622201650904260342e-07,6.622200822316746181e-07,8.318867816825559203e-11,1.252058530187838414e-07
1.000000000000000000e+12,1.000000000000000056e-01,2.999999999999999889e-02,6.492095433706795753e-07,6.492095431867473237e-07,6.492093891276766990e-07,2.833172585425813850e-10,2.375858525471841176e-07
1.000000000000000000e+12,1.000000000000000056e-01,1.000000000000000056e-01,6.135820831690542814e-07,6.135820821211898224e-07,6.135817825481346324e-07,1.707782026905135808e-09,4.899440969596824402e-07
1.000000000000000000e+12,1.000000000000000056e-01,2.999999999999999889e-01,5.300419043128704374e-07,5.300419024009033055e-07,5.300414247064294261e-07,3.607199983157727274e-09,9.048462717986538451e-07
1.000000000000000000e+12,1.000000000000000056e-01,1.000000000000000000e+00,3.220540693290660452e-07,3.220540666592844757e-07,3.220536092225036083e-07,8.289855135679147224e-09,1.428662470881469915e-06
1.000000000000000000e+12,1.000000000000000056e-01,2.000000000000000000e+00,1.630277920000594600e-07,1.630277914907701537e-07,1.630275433150616660e-07,3.123941660909679285e-09,1.525414745184860976e-06
1.000000000000000000e+12,1.000000000000000056e-01,4.000000000000000000e+00,4.790653871517813257e-08,4.790653906807885243e-08,4.790646852877532826e-08,7.366441678868795861e-09,1.465069376482830421e-06
1.000000000000000000e+12,5.000000000000000000e-01,3.000000000000000062e-03,4.878657585553087699e-07,4.878657585652271022e-07,4.878657575357399759e-07,2.032995993772601651e-11,2.089855177800359343e-09
1.000000000000000000e+12,5.000000000000000000e-01,1.000000000000000021e-02,4.838799405252475756e-07,4.838799405091701491e-07,4.838799395110918515e-07,3.322608854716690985e-11,2.095882911667956705e-09
1.000000000000000000e+12,5.000000000000000000e-01,2.999999999999999889e-02,4.754253606908751371e-07,4.754253606659776624e-07,4.754253595886346039e-07,5.236888700466124646e-11,2.318430225578538284e-09
1.000000000000000000e+12,5.000000000000000000e-01,1.000000000000000056e-01,4.524784361203309069e-07,4.524784357947654292e-07,4.524784355018848353e-07,7.195160023343305511e-10,1.366796786861357305e-09
1.000000000000000000e+12,5.000000000000000000e-01,2.999999999999999889e-01,3.986651069670655535e-07,3.986651066005150632e-07,3.986651053283531033e-07,9.194446315419213533e-10,4.110498830200981502e-09
1.000000000000000000e+12,5.000000000000000000e-01,1.000000000000000000e+00,2.585914933444795159e-07,2.585914920519948004e-07,2.585914947079387102e-07,4.998171876380297363e-09,5.272637437769844837e-09
1.000000000000000000e+12,5.000000000000000000e-01,2.000000000000000000e+00,1.409874620474659782e-07,1.409874615674961351e-07,1.409874630491834205e-07,3.404344139923409784e-09,7.105010801922162500e-09
1.000000000000000000e+12,5.000000000000000000e-01,4.000000000000000000e+00,4.528947990352794702e-08,4.528947990065113197e-08,4.528947895773664912e-08,6.352063319781109385e-11,2.088324480009617901e-08
1.000000000000000000e+12,1.000000000000000000e+00,3.000000000000000062e-03,4.379148557260948710e-07,4.379148557141144900e-07,4.379148557493753598e-07,2.735778270590571992e-11,5.316214135575592081e-11
1.000000000000000000e+12,1.000000000000000000e+00,1.000000000000000021e-02,4.346937565669894053e-07,4.346937565184826871e-07,4.346937566039768989e-07,1.115882941604695588e-10,8.508860283029662241e-11
1.000000000000000000e+12,1.000000000000000000e+00,2.999999999999999889e-02,4.278947924798433384e-07,4.278947923131996116e-07,4.278947927235068182e-07,3.894502498269503121e-10,5.694471560957481415e-10
1.000000000000000000e+12,1.000000000000000000e+00,1.000000000000000056e-01,4.095936074518277677e-07,4.095936068297214550e-07,4.095936077595004685e-07,1.518837944303186305e-09,7.511657962311346637e-10
1.000000000000000000e+12,1.000000000000000000e+00,2.999999999999999889e-01,3.667955881581960674e-07,3.667955863682483197e-07,3.667955907709367441e-07,4.879959880632611657e-09,7.123151846144537558e-09
1.000000000000000000e+12,1.000000000000000000e+00,1.000000000000000000e+00,2.517048980303049233e-07,2.517048949732905954e-07,2.517048987226437140e-07,1.214523182024862535e-08,2.750597305478663657e-09
1.000000000000000000e+12,1.000000000000000000e+00,2.000000000000000000e+00,1.472773157480579220e-07,1.472773135661286049e-07,1.472773150121851318e-07,1.481510780720896037e-08,4.996511426824667979e-09
1.000000000000000000e+12,1.000000000000000000e+00,4.000000000000000000e+00,5.244986636610349532e-08,5.244986602730403438e-08,5.244986680372878499e-08,6.459491386223703557e-09,8.343687518674869352e-09
1.000000000000000000e+12,3.000000000000000000e+00,3.000000000000000062e-03,5.169601760102908627e-07,5.169601760081357992e-07,5.169601760495048883e-07,4.168776435165000294e-12,7.585509997909412050e-11
1.000000000000000000e+12,3.000000000000000000e+00,1.000000000000000021e-02,5.140272438007922630e-07,5.140272437961301936e-07,5.140272438572934898e-07,9.069744955070291326e-12,1.099187407760382484e-10
1.000000000000000000e+12,3.000000000000000000e+00,2.999999999999999889e-02,5.078981692228295568e-07,5.078981691616559903e-07,5.078981695044853759e-07,1.204445432279044326e-10,5.545517378635622663e-10
1.000000000000000000e+12,3.000000000000000000e+00,1.000000000000000056e-01,4.917103137696996044e-07,4.917103136598555248e-07,4.917103142069316590e-07,2.233918605654139355e-10,8.892064862209281273e-10
1.000000000000000000e+12,3.000000000000000000e+00,2.999999999999999889e-01,4.543980638747715893e-07,4.543980631121458458e-07,4.543980669999480879e-07,1.678320815656775267e-09,6.877618474732116738e-09
1.000000000000000000e+12,3.000000000000000000e+00,1.000000000000000000e+00,3.490724927508059565e-07,3.490724918995126982e-07,3.490724950488725168e-07,2.438729107545611896e-09,6.583350531386145121e-09
1.000000000000000000e+12,3.000000000000000000e+00,2.000000000000000000e+00,2.384917258725130986e-07,2.384917244059616302e-07,2.384917289057956810e-07,6.149276088329713730e-09,1.271860727847240469e-08
1.000000000000000000e+12,3.000000000000000000e+00,4.000000000000000000e+00,1.109349473652669179e-07,1.109349461533937192e-07,1.109349523184417900e-07,1.092417878378881824e-08,4.464936420589538102e-08
1.000000000000000000e+12,5.000000000000000000e+00,3.000000000000000062e-03,6.318652968856201044e-07,6.318652968856210573e-07,6.318652968971851746e-07,1.554312234475219157e-15,1.830313678397033073e-11
1.000000000000000000e+12,5.000000000000000000e+00,1.000000000000000021e-02,6.287944495730046596e-07,6.287944495666727707e-07,6.287944496795699806e-07,1.006983385565263234e-11,1.694755447090301459e-10
1.000000000000000000e+12,5.000000000000000000e+00,2.999999999999999889e-02,6.224074658798398456e-07,6.224074658059148334e-07,6.224074659253808896e-07,1.187726583751214093e-10,7.316924843792094180e-11
1.000000000000000000e+12,5.000000000000000000e+00,1.000000000000000056e-01,6.057058615865575671e-07,6.057058614176477625e-07,6.057058626221734003e-07,2.788643760354148071e-10,1.709766994650863126e-09
1.000000000000000000e+12,5.000000000000000000e+00,2.999999999999999889e-01,5.676424348560206627e-07,5.676424338720120058e-07,5.676424356422959366e-07,1.733500898382089872e-09,1.385159542621750006e-09
1.000000000000000000e+12,5.000000000000000000e+00,1.000000000000000000e+00,4.588438610524703835e-07,4.588438594887490953e-07,4.588438702404101924e-07,3.407959470180799144e-09,2.002410970369794541e-08
1.000000000000000000e+12,5.000000000000000000e+00,2.000000000000000000e+00,3.376026221165059285e-07,3.376026193248259947e-07,3.376026219470765750e-07,8.269129936344654652e-09,5.018603310702474118e-10
1.000000000000000000e+12,5.000000000000000000e+00,4.000000000000000000e+00,1.809206744341343405e-07,1.809206714890147854e-07,1.809206783528953192e-07,1.627851298202642738e-08,2.166010593107614568e-08
1.000000000000000000e+13,1.000000000000000021e-02,3.000000000000000062e-03,3.292131934818768100e-06,3.292131934635656941e-06,3.295836604322766636e-06,5.562084126609079249e-11,1.125310156867342926e-03
1.000000000000000000e+13,1.000000000000000021e-02,1.000000000000000021e-02,3.234736130208581132e-06,3.234736129169135333e-06,3.242199476845302737e-06,3.213386223777092709e-10,2.307250525637183358e-03
1.000000000000000000e+13,1.000000000000000021e-02,2.999999999999999889e-02,3.107439620939403831e-06,3.107439616566685180e-06,3.119692546352820380e-06,1.407177374623813648e-09,3.943093642383432851e-03
1.000000000000000000e+13,1.000000000000000021e-02,1.000000000000000056e-01,2.745346423743364317e-06,2.745346412192736852e-06,2.759165351816357623e-06,4.207347914508829945e-09,5.033582630402877456e-03
1.000000000000000000e+13,1.000000000000000021e-02,2.999999999999999889e-01,1.952782788349710253e-06,1.952782771082943200e-06,1.964913107217780460e-06,8.842134024966696870e-09,6.211811646661180575e-03
1.000000000000000000e+13,1.000000000000000021e-02,1.000000000000000000e+00,6.386844686960061328e-07,6.386844697770768245e-07,6.830508014843258283e-07,1.692652240592451562e-09,6.946518189005268518e-02
1.000000000000000000e+13,1.000000000000000021e-02,2.000000000000000000e+00,1.631314884827231007e-07,1.631314912799259804e-07,2.074930663362837186e-07,1.714692188237165738e-08,2.719375533575105752e-01
1.000000000000000000e+13,1.000000000000000021e-02,4.000000000000000000e+00,1.941167881685338699e-08,1.941167923728017559e-08,3.684842479451664278e-08,2.165844548152051630e-08,8.982605854020477842e-01
1.000000000000000000e+13,1.000000000000000056e-01,3.000000000000000062e-03,2.908361570102959510e-06,2.908361569964944385e-06,2.908361272929906320e-06,4.745459580846045355e-11,1.021788543775770108e-07
1.000000000000000000e+13,1.000000000000000056e-01,1.000000000000000021e-02,2.859203040708481752e-06,2.859203039688449102e-06,2.859202462429494743e-06,3.567541817517394520e-10,2.022518088562463845e-07
1.000000000000000000e+13,1.000000000000000056e-01,2.999999999999999889e-02,2.750427276000628721e-06,2.750427272399313986e-06,2.750426200308261255e-06,1.309365504909010269e-09,3.911000944212261743e-07
1.000000000000000000e+13,1.000000000000000056e-01,1.000000000000000056e-01,2.441253980512042598e-06,2.441253968990174442e-06,2.441252046242118581e-06,4.719651558460213892e-09,7.923263779519018613e-07
1.000000000000000000e+13,1.000000000000000056e-01,2.999999999999999889e-01,1.758621135755956889e-06,1.758621119804982040e-06,1.758618874765980417e-06,9.070159845414593747e-09,1.285660640837349433e-06
1.000000000000000000e+13,1.000000000000000056e-01,1.000000000000000000e+00,5.929012300777529496e-07,5.929012297600251736e-07,5.929003375443585616e-07,5.358865573512616720e-10,1.505366069576297150e-06
1.000000000000000000e+13,1.000000000000000056e-01,2.000000000000000000e+00,1.537586830253341554e-07,1.537586856024119127e-07,1.537584460645014491e-07,1.676053473786964787e-08,1.541121633197306551e-06
1.000000000000000000e+13,1.000000000000000056e-01,4.000000000000000000e+00,1.803974104030577649e-08,1.803974146743726431e-08,1.803966569137613163e-08,2.367725171481538382e-08,4.176829893287603568e-06
1.000000000000000000e+13,5.000000000000000000e-01,3.000000000000000062e-03,2.123397990709338831e-06,2.123397990664587539e-06,2.123397986355298526e-06,2.107536367645934661e-11,2.050505987227779769e-09
1.000000000000000000e+13,5.000000000000000000e-01,1.000000000000000021e-02,2.091391987102179116e-06,2.091391986554047579e-06,2.091391983572439512e-06,2.620893502225385419e-10,1.687746498113540383e-09
1.000000000000000000e+13,5.000000000000000000e-01,2.999999999999999889e-02,2.021155516108500064e-06,2.021155514597093013e-06,2.021155513232398421e-06,7.477934937938357507e-10,1.422998718858536904e-09
1.000000000000000000e+13,5.000000000000000000e-01,1.000000000000000056e-01,1.822422007311464190e-06,1.822422000629951200e-06,1.822422013319482861e-06,3.666281944703086992e-09,3.296722006496111135e-09
1.000000000000000000e+13,5.000000000000000000e-01,2.999999999999999889e-01,1.371977645272173988e-06,1.371977636152306829e-06,1.371977653885273193e-06,6.647241757029576092e-09,6.277871333892903749e-09
1.000000000000000000e+13,5.000000000000000000e-01,1.000000000000000000e+00,5.203530849275353700e-07,5.203530809652461094e-07,5.203530838289866829e-07,7.614616603923707316e-09,2.111160135598311172e-09
1.000000000000000000e+13,5.000000000000000000e-01,2.000000000000000000e+00,1.465963091071823916e-07,1.465963099712915495e-07,1.465963063721278015e-07,5.894480903378962466e-09,1.865704946091284455e-08
1.000000000000000000e+13,5.000000000000000000e-01,4.000000000000000000e+00,1.731086596035805630e-08,1.731086628231492551e-08,1.731086438950367533e-08,1.859854203978272835e-08,9.074383600093938185e-08
1.000000000000000000e+13,1.000000000000000000e+00,3.000000000000000062e-03,1.906342475350117562e-06,1.906342475218052420e-06,1.906342475392469421e-06,6.927669549128268045e-11,2.221622885656415747e-11
1.000000000000000000e+13,1.000000000000000000e+00,1.000000000000000021e-02,1.880561310477680935e-06,1.880561310120043508e-06,1.880561310131438854e-06,1.901758750477711146e-10,1.841163888016694727e-10
1.000000000000000000e+13,1.000000000000000000e+00,2.999999999999999889e-02,1.824403667681388156e-06,1.824403666078547922e-06,1.824403667951484728e-06,8.785556726564891505e-10,1.480464639769252244e-10
1.000000000000000000e+13,1.000000000000000000e+00,1.000000000000000056e-01,1.666470789650573472e-06,1.666470785559536897e-06,1.666470786959644454e-06,2.454910497107221090e-09,1.614747224820689553e-09
1.000000000000000000e+13,1.000000000000000000e+00,2.999999999999999889e-01,1.302210779710591641e-06,1.302210768792822725e-06,1.302210778502356317e-06,8.384025917962389940e-09,9.278339208051988862e-10
1.000000000000000000e+13,1.000000000000000000e+00,1.000000000000000000e+00,5.525394406346912404e-07,5.525394358377220551e-07,5.525394393231507188e-07,8.681677376998209184e-09,2.373659602206146246e-09
1.000000000000000000e+13,1.000000000000000000e+00,2.000000000000000000e+00,1.728068378447040677e-07,1.728068377246476295e-07,1.728068384009171464e-07,6.947435959858694332e-10,3.218698418905319159e-09
1.000000000000000000e+13,1.000000000000000000e+00,4.000000000000000000e+00,2.209409377418851981e-08,2.209409426893546152e-08,2.209409395624849110e-08,2.239272389736868263e-08,8.240209847798496412e-09
1.000000000000000000e+13,3.000000000000000000e+00,3.000000000000000062e-03,2.251592129178776363e-06,2.251592129195651377e-06,2.251592129319563403e-06,7.494671550034581742e-12,6.252776074688881636e-11
1.000000000000000000e+13,3.000000000000000000e+00,1.000000000000000021e-02,2.228271017951954618e-06,2.228271017967727642e-06,2.228271018130928021e-06,7.078559960405073070e-12,8.031930676111187495e-11
1.000000000000000000e+13,3.000000000000000000e+00,2.999999999999999889e-02,2.178289035063784227e-06,2.178289035022337635e-06,2.178289035949190308e-06,1.902711321832839531e-11,4.064686365268244117e-10
1.000000000000000000e+13,3.000000000000000000e+00,1.000000000000000056e-01,2.040372690250660994e-06,2.040372690191508024e-06,2.040372693136556879e-06,2.899125384203671274e-11,1.414396377796833804e-09
1.000000000000000000e+13,3.000000000000000000e+00,2.999999999999999889e-01,1.715893152135746658e-06,1.715893151583617549e-06,1.715893157135458791e-06,3.217736077587574073e-10,2.913766561363217988e-09
1.000000000000000000e+13,3.000000000000000000e+00,1.000000000000000000e+00,9.318396307521924609e-07,9.318396304407513634e-07,9.318396448838762770e-07,3.342217613777620500e-10,1.516536030088388998e-08
1.000000000000000000e+13,3.000000000000000000e+00,2.000000000000000000e+00,3.887318840959651991e-07,3.887318840799316595e-07,3.887319060096192167e-07,4.124578456554672812e-11,5.637215494402880722e-08
1.000000000000000000e+13,3.000000000000000000e+00,4.000000000000000000e+00,7.244969672619734387e-08,7.244969671207481648e-08,7.244969677688543656e-08,1.949287398161914098e-10,6.996314638740841474e-10
1.000000000000000000e+13,5.000000000000000000e+00,3.000000000000000062e-03,2.752877572868395858e-06,2.752877572903941595e-06,2.752877573271999434e-06,1.291211582099549560e-11,1.466116117398996721e-10
1.000000000000000000e+13,5.000000000000000000e+00,1.000000000000000021e-02,2.728534807281704903e-06,2.728534807330020933e-06,2.728534807856311725e-06,1.770761315356139676e-11,2.105917662476031182e-10
1.000000000000000000e+13,5.000000000000000000e+00,2.999999999999999889e-02,2.676788087672252806e-06,2.676788087524635292e-06,2.676788091035803699e-06,5.514722012378570071e-11,1.256562187634813199e-09
