mass_Msun,z,r_over_R200,direct_y,interpolated_y,relative_error
1.0e12,0.01,0.003,2.980290361837862e-7,2.9829743097966667e-7,0.0009005659291363433
1.0e12,0.01,0.01,2.941309696183642e-7,2.9468202678014676e-7,0.001873509486258973
1.0e12,0.01,0.03,2.85641486555482e-7,2.866091659651785e-7,0.0033877411204012997
1.0e12,0.01,0.1,2.618076131926623e-7,2.631329246771646e-7,0.005062157927114841
1.0e12,0.01,0.3,2.0712732696599006e-7,2.082959806020415e-7,0.005642199188151231
1.0e12,0.01,1.0,9.466169296041457e-8,9.795717865656329e-8,0.0348132976823774
1.0e12,0.01,2.0,3.4844150607931586e-8,3.9854261094175196e-8,0.1437862711195823
1.0e12,0.01,4.0,6.7655915950248756e-9,1.0119174043280782e-8,0.49568207024526667
1.0e12,0.1,0.003,2.5721371840778204e-7,2.572136960901241e-7,8.676698137755068e-8
1.0e12,0.1,0.01,2.539982477062145e-7,2.539982060515371e-7,1.6399592417393194e-7
1.0e12,0.1,0.03,2.470163598777114e-7,2.470162820902651e-7,3.1490807472778215e-7
1.0e12,0.1,0.1,2.274697272484992e-7,2.274695818561268e-7,6.391724040044622e-7
1.0e12,0.1,0.3,1.8235755741583233e-7,1.8235735248853936e-7,1.1237663843921553e-6
1.0e12,0.1,1.0,8.659089420713685e-8,8.659075824715e-8,1.5701418502045428e-6
1.0e12,0.1,2.0,3.295218594117794e-8,3.2952132933032995e-8,1.6086381958713147e-6
1.0e12,0.1,4.0,6.546973499068549e-9,6.546956821731652e-9,2.547335329672329e-6
1.0e12,0.5,0.003,1.725727569632697e-7,1.725727565734815e-7,2.2586891246234586e-9
1.0e12,0.5,0.01,1.7074569127315127e-7,1.7074569089877488e-7,2.1925964377444984e-9
1.0e12,0.5,0.03,1.6681910049626244e-7,1.668191000810225e-7,2.489162986840654e-9
1.0e12,0.5,0.1,1.5595344928943024e-7,1.5595344925990937e-7,1.8929280365398427e-10
1.0e12,0.5,0.3,1.3052546761127804e-7,1.3052546706209192e-7,4.2075016803977405e-9
1.0e12,0.5,1.0,7.08538097510349e-8,7.085381013977988e-8,5.486578524838137e-9
1.0e12,0.5,2.0,3.086017244560832e-8,3.086017199178903e-8,1.470566279859753e-8
1.0e12,0.5,4.0,7.015468476566149e-9,7.015468231299279e-9,3.496086842247337e-8
1.0e12,1.0,0.003,1.4329474256844133e-7,1.4329474258388004e-7,1.0774092729093354e-10
1.0e12,1.0,0.01,1.419969567679983e-7,1.4199695680604502e-7,2.679403365846156e-10
1.0e12,1.0,0.03,1.3923161115295904e-7,1.3923161133709408e-7,1.3225087691637327e-9
1.0e12,1.0,0.1,1.3167046511562403e-7,1.3167046552371648e-7,3.0993470012674607e-9
1.0e12,1.0,0.3,1.1390648745759479e-7,1.1390648920872753e-7,1.537342408930442e-8
1.0e12,1.0,1.0,6.909760445326003e-8,6.909760552994002e-8,1.558201612184007e-8
1.0e12,1.0,2.0,3.4290019837432286e-8,3.429002010456123e-8,7.790282641195745e-9
1.0e12,1.0,4.0,9.272160271135936e-9,9.272160136203025e-9,1.4552478333484942e-8
1.0e12,3.0,0.003,1.4033106096374543e-7,1.403310609761252e-7,8.821832153671494e-11
1.0e12,3.0,0.01,1.3946290896782622e-7,1.3946290898641608e-7,1.332960408717554e-10
1.0e12,3.0,0.03,1.376433421655129e-7,1.3764334227124198e-7,7.681379976531844e-10
1.0e12,3.0,0.1,1.328091047386146e-7,1.3280910490787714e-7,1.2744798549846337e-9
1.0e12,3.0,0.3,1.2160315974890453e-7,1.216031609245715e-7,9.668062794787602e-9
1.0e12,3.0,1.0,9.032024167697383e-8,9.032024255670255e-8,9.740106055033948e-9
1.0e12,3.0,2.0,5.877958498223821e-8,5.8779586130202796e-8,1.952998784915394e-8
1.0e12,3.0,4.0,2.4950925157922228e-8,2.4950926423757126e-8,5.0732984480106325e-8
1.0e12,5.0,0.003,1.5381551494619572e-7,1.5381551494906203e-7,1.8634649379123402e-11
1.0e12,5.0,0.01,1.5305562407495668e-7,1.5305562410301859e-7,1.833444507326476e-10
1.0e12,5.0,0.03,1.514743652670291e-7,1.5147436529681244e-7,1.966229401517694e-10
1.0e12,5.0,0.1,1.4733506803497182e-7,1.473350683356976e-7,2.04110128798618e-9
1.0e12,5.0,0.3,1.3788938623109327e-7,1.3788938667136368e-7,3.192924591388646e-9
1.0e12,5.0,1.0,1.1091916467950713e-7,1.1091916731125659e-7,2.3726733466844507e-8
1.0e12,5.0,2.0,8.104320912393565e-8,8.104320975119388e-8,7.73979991208762e-9
1.0e12,5.0,4.0,4.2874189326897564e-8,4.287419090979511e-8,3.691959116203236e-8
1.0e13,0.01,0.003,2.4297365093316003e-6,2.433137535829987e-6,0.0013997511603933699
1.0e13,0.01,0.01,2.374834741915251e-6,2.3814904092481627e-6,0.0028025812556304874
1.0e13,0.01,0.03,2.250933146489281e-6,2.2610697916092874e-6,0.004503307944003554
1.0e13,0.01,0.1,1.897716402425733e-6,1.9073760249450935e-6,0.005090129645827668
1.0e13,0.01,0.3,1.1809117969219551e-6,1.1931465900899147e-6,0.010360463160626887
1.0e13,0.01,1.0,2.6105596544374257e-7,2.9623111085241807e-7,0.1347417797899575
1.0e13,0.01,2.0,4.520049210777528e-8,6.719929667364219e-8,0.4866939172567708
1.0e13,0.01,4.0,3.35462510889019e-9,8.575519165231027e-9,1.5563271265408445
1.0e13,0.1,0.003,2.0991750644439316e-6,2.099174802025532e-6,1.250102499295025e-7
1.0e13,0.1,0.01,2.0539653028121583e-6,2.0539647876126267e-6,2.5083166244055377e-7
1.0e13,0.1,0.03,1.9522866296010775e-6,1.9522856869549757e-6,4.828420618885332e-7
1.0e13,0.1,0.1,1.6621186160319383e-6,1.6621170374684052e-6,9.497297713823016e-7
1.0e13,0.1,0.3,1.0618781289123077e-6,1.0618766052230897e-6,1.4349002738223149e-6
