mass_Msun,z,r_over_R200,direct_y,interpolated_y,relative_error
1.0e13,1.0,0.03,1.8650315354066509e-6,1.8650315392608225e-6,2.0665449351753296e-9
1.0e13,1.0,0.1,1.5536742052023987e-6,1.553674206731756e-6,9.843488246730203e-10
1.0e13,1.0,0.3,9.70857485384988e-7,9.70857483327607e-7,2.1191379762086626e-9
1.0e13,1.0,1.0,2.841811646416649e-7,2.8418116328310036e-7,4.780628448664004e-9
1.0e13,1.0,2.0,9.038068338059585e-8,9.038068236793877e-8,1.1204353000948686e-8
1.0e13,1.0,4.0,2.17531786031007e-8,2.1753178623650547e-8,9.446825544046078e-10
1.0e13,3.0,0.003,9.988371140459e-6,9.98837114188199e-6,1.424647066983198e-10
1.0e13,3.0,0.01,9.773384344739851e-6,9.773384346830334e-6,2.1389534587967773e-10
1.0e13,3.0,0.03,9.288641964769036e-6,9.288641975688543e-6,1.1755763029697164e-9
1.0e13,3.0,0.1,7.914810774414082e-6,7.914810796276251e-6,2.7621847031866764e-9
1.0e13,3.0,0.3,5.155234321126586e-6,5.155234324629305e-6,6.794489415540284e-10
1.0e13,3.0,1.0,1.4825358126598047e-6,1.482535797481288e-6,1.023821238899103e-8
1.0e13,3.0,2.0,4.045035782383107e-7,4.0450356576396894e-7,3.0838643860775505e-8
1.0e13,3.0,4.0,7.03076624169649e-8,7.030766240290307e-8,2.0000423539556778e-10
1.0e13,5.0,0.003,2.829309137133773e-5,2.8293091381880163e-5,3.7261504992613936e-10
1.0e13,5.0,0.01,2.772778755498879e-5,2.772778757241131e-5,6.283413789276437e-10
1.0e13,5.0,0.03,2.646055577433868e-5,2.6460555887487856e-5,4.2761449936534746e-9
1.0e13,5.0,0.1,2.28571995433855e-5,2.2857199645727408e-5,4.477447301809434e-9
1.0e13,5.0,0.3,1.5359286254606214e-5,1.535928644817559e-5,1.2602758614477239e-8
1.0e13,5.0,1.0,4.556440030006866e-6,4.55643999252226e-6,8.22673096312343e-9
1.0e13,5.0,2.0,1.186450163425453e-6,1.1864501380760093e-6,2.1365788804850183e-8
1.0e13,5.0,4.0,1.7616334144504051e-7,1.7616333779035632e-7,2.0745997253435178e-8
1.0e14,0.01,0.003,1.1001189814310534e-5,1.101874774508041e-5,0.0015960028929813408
1.0e14,0.01,0.01,1.0674167880580832e-5,1.0706947045590479e-5,0.0030708871526445858
1.0e14,0.01,0.03,9.922066634941875e-6,9.96945194191475e-6,0.004775749721938061
1.0e14,0.01,0.1,7.88303430835345e-6,7.973890528558657e-6,0.011525539107311689
1.0e14,0.01,0.3,4.5190393143306016e-6,4.834908615980398e-6,0.06989744493882233
1.0e14,0.01,1.0,1.2649519870511946e-6,1.745969344572863e-6,0.3802653084430476
1.0e14,0.01,2.0,4.390084916955114e-7,7.770607128207104e-7,0.7700357225884051
1.0e14,0.01,4.0,1.2848832564101648e-7,2.963702391393673e-7,1.3065927403194286
1.0e14,0.1,0.003,1.158059171272024e-5,1.1580590198148557e-5,1.3078534499832983e-7
1.0e14,0.1,0.01,1.1240154847721721e-5,1.1240151699927414e-5,2.8004901619915756e-7
1.0e14,0.1,0.03,1.0457567050391995e-5,1.0457561301367312e-5,5.497478194893546e-7
1.0e14,0.1,0.1,8.32753752999774e-6,8.32752899190396e-6,1.025284335209875e-6
1.0e14,0.1,0.3,4.775007543416129e-6,4.775000109905782e-6,1.5567536342242505e-6
1.0e14,0.1,1.0,1.308802495818053e-6,1.3087965426897127e-6,4.548530705861253e-6
1.0e14,0.1,2.0,4.4000076246571304e-7,4.3999413882555684e-7,1.5053701541534181e-5
1.0e14,0.1,4.0,1.229715035302144e-7,1.2296607049135514e-7,4.418128349492623e-5
1.0e14,0.5,0.003,1.600392474402762e-5,1.6003924731963047e-5,7.538507595938881e-10
1.0e14,0.5,0.01,1.5553770159600114e-5,1.5553770143121603e-5,1.05945441308819e-9
1.0e14,0.5,0.03,1.4521272713363521e-5,1.4521272762505896e-5,3.384164504183218e-9
1.0e14,0.5,0.1,1.1674955975204502e-5,1.167495595147352e-5,2.0326399452486044e-9
1.0e14,0.5,0.3,6.737878672138951e-6,6.737878563103823e-6,1.618241185497027e-8
1.0e14,0.5,1.0,1.7341468604386947e-6,1.7341468206059518e-6,2.296964796144607e-8
1.0e14,0.5,2.0,5.218461686442973e-7,5.218461478863796e-7,3.977784834852116e-8
1.0e14,0.5,4.0,1.2304144915970903e-7,1.2304144381526565e-7,4.343612181045842e-8
1.0e14,1.0,0.003,2.6009056285589008e-5,2.6009056287493632e-5,7.32292004812507e-11
1.0e14,1.0,0.01,2.5309918860691464e-5,2.5309918906037e-5,1.7916113037586001e-9
1.0e14,1.0,0.03,2.371069340037454e-5,2.3710693433569376e-5,1.3999943426767913e-9
1.0e14,1.0,0.1,1.9258724157575255e-5,1.9258724347324588e-5,9.852642923746657e-9
1.0e14,1.0,0.3,1.1257956275512183e-5,1.125795625565726e-5,1.7636347937610708e-9
1.0e14,1.0,1.0,2.7876980561912953e-6,2.787697979667402e-6,2.745056748576502e-8
1.0e14,1.0,2.0,7.641793858285456e-7,7.641793836460256e-7,2.8560310783021237e-9
1.0e14,1.0,4.0,1.5380299762470123e-7,1.5380299788800476e-7,1.711953245830955e-9
1.0e14,3.0,0.003,0.00012906002328329986,0.00012906002330181495,1.434610208406184e-10
1.0e14,3.0,0.01,0.00012598976548055312,0.00012598976568851407,1.6506178646125136e-9
1.0e14,3.0,0.03,0.00011902573949427597,0.00011902573974866709,2.137278132252618e-9
1.0e14,3.0,0.1,9.932476710388153e-5,9.93247684012734e-5,1.306211849794181e-8
1.0e14,3.0,0.3,6.102917069326711e-5,6.102917093635074e-5,3.983072760505024e-9
1.0e14,3.0,1.0,1.488772792568583e-5,1.4887727394709956e-5,3.56653396815787e-8
1.0e14,3.0,2.0,3.4500313659087623e-6,3.4500313501198158e-6,4.5764646516843754e-9
1.0e14,3.0,4.0,4.853026083616734e-7,4.853026053148652e-7,6.278161657213843e-9
1.0e14,5.0,0.003,0.0003665210911684838,0.0003665210912136609,1.2325918063993413e-10
