mass_Msun,z,r_over_R200,direct_y,interpolated_y,relative_error
1.0e12,0.01,0.003,3.8808654614458577e-7,3.8840755987799365e-7,0.0008271704767839339
1.0e12,0.01,0.01,3.835236183554301e-7,3.841854234466625e-7,0.0017255914878731016
1.0e12,0.01,0.03,3.736590087553555e-7,3.7484379961535483e-7,0.003170780931913919
1.0e12,0.01,0.1,3.461600465000509e-7,3.47856676098131e-7,0.004901286602062571
1.0e12,0.01,0.3,2.8217686056284905e-7,2.8349581779455596e-7,0.0046742217950686005
1.0e12,0.01,1.0,1.401016980570371e-7,1.424493684951158e-7,0.01675690209781
1.0e12,0.01,2.0,5.480031347053286e-8,5.929907429121969e-8,0.08209370596220955
1.0e12,0.01,4.0,1.0651311877264913e-8,1.4154100597467584e-8,0.3288598400427396
1.0e12,0.1,0.003,3.312786440348963e-7,3.3127861688015934e-7,8.196947631766704e-8
1.0e12,0.1,0.01,3.275442285229577e-7,3.275441787107694e-7,1.5207774695102927e-7
1.0e12,0.1,0.03,3.194919057718187e-7,3.1949181317340106e-7,2.8983024591422435e-7
1.0e12,0.1,0.1,2.971125730450462e-7,2.9711239760359616e-7,5.904881381635363e-7
1.0e12,0.1,0.3,2.448638076057568e-7,2.4486354901336136e-7,1.0560662189185166e-6
1.0e12,0.1,1.0,1.2584241779844944e-7,1.2584222752565988e-7,1.511992481439961e-6
1.0e12,0.1,2.0,5.0990307648544776e-8,5.099023301208475e-8,1.4637381782200976e-6
1.0e12,0.1,4.0,1.0261486535761147e-8,1.0261471344880156e-8,1.480378202245447e-6
1.0e12,0.5,0.003,2.1354233522765296e-7,2.1354233473470816e-7,2.3084172351417465e-9
1.0e12,0.5,0.01,2.1148066774004432e-7,2.1148066726366799e-7,2.2525762366498725e-9
1.0e12,0.5,0.03,2.0707469546346723e-7,2.0707469494250232e-7,2.5158308769590576e-9
1.0e12,0.5,0.1,1.9497265894843837e-7,1.9497265885884595e-7,4.595127611750627e-10
1.0e12,0.5,0.3,1.6653010100735147e-7,1.6653010035529174e-7,3.915566759715716e-9
1.0e12,0.5,1.0,9.635157217096007e-8,9.63515733091165e-8,1.181253606041821e-8
1.0e12,0.5,2.0,4.468227466565122e-8,4.4682275142808704e-8,1.0678898654248314e-8
1.0e12,0.5,4.0,1.0630952961296023e-8,1.0630952644446228e-8,2.980445834577239e-8
1.0e12,1.0,0.003,1.7081504723214108e-7,1.7081504724836202e-7,9.496203823289306e-11
1.0e12,1.0,0.01,1.693896549351152e-7,1.693896549749925e-7,2.3541768534585117e-10
1.0e12,1.0,0.03,1.6636588576405567e-7,1.6636588595736304e-7,1.161941209915085e-9
1.0e12,1.0,0.1,1.5815460229383175e-7,1.5815460273157814e-7,2.7678384029172776e-9
1.0e12,1.0,0.3,1.3886391541145515e-7,1.3886391742912045e-7,1.4529802694340788e-8
1.0e12,1.0,1.0,8.850239551104588e-8,8.850239712659983e-8,1.825435269608988e-8
1.0e12,1.0,2.0,4.642276778705331e-8,4.642276836738919e-8,1.250110481798572e-8
1.0e12,1.0,4.0,1.331949028797299e-8,1.3319490625709808e-8,2.5356587274316666e-8
1.0e12,3.0,0.003,1.5275515669476184e-7,1.5275515670738517e-7,8.263767448113413e-11
1.0e12,3.0,0.01,1.5186253151384362e-7,1.5186253153258672e-7,1.2342149524613433e-10
1.0e12,3.0,0.03,1.4999585294659625e-7,1.4999585305216872e-7,7.038358784683396e-10
1.0e12,3.0,0.1,1.4505814918753885e-7,1.4505814935682506e-7,1.1670231447880042e-9
1.0e12,3.0,0.3,1.3365558326352014e-7,1.3365558447135424e-7,9.0369145500091e-9
1.0e12,3.0,1.0,1.0150623473066768e-7,1.01506235728295e-7,9.828236890996322e-9
1.0e12,3.0,2.0,6.804632475257067e-8,6.804632620984497e-8,2.1415914819300497e-8
1.0e12,3.0,4.0,3.0263418965983384e-8,3.026342113330382e-8,7.16151877799831e-8
1.0e12,5.0,0.003,1.586794772246073e-7,1.5867947722742792e-7,1.7775558802668456e-11
1.0e12,5.0,0.01,1.5792806977849967e-7,1.57928069805913e-7,1.7358114945409397e-10
1.0e12,5.0,0.03,1.5636657424516162e-7,1.5636657427402583e-7,1.8459322959074598e-10
1.0e12,5.0,0.1,1.522908672689e-7,1.5229086755943026e-7,1.907732638528614e-9
1.0e12,5.0,0.3,1.430225820444462e-7,1.4302258247531787e-7,3.0126130479146696e-9
1.0e12,5.0,1.0,1.1647619497069743e-7,1.1647619768721336e-7,2.3322498821087834e-8
1.0e12,5.0,2.0,8.65786521013385e-8,8.65786528027806e-8,8.101790571757306e-9
1.0e12,5.0,4.0,4.7184626129671925e-8,4.7184628131691107e-8,4.242948059562934e-8
1.0e13,0.01,0.003,2.8700909228328237e-6,2.8739073124546606e-6,0.0013297103556810796
1.0e13,0.01,0.01,2.8094442151676254e-6,2.816969606477659e-6,0.0026786049957516767
1.0e13,0.01,0.03,2.6732486834551288e-6,2.684943965578096e-6,0.00437493234181674
1.0e13,0.01,0.1,2.2843925482747357e-6,2.295683108388627e-6,0.004942478087848201
1.0e13,0.01,0.3,1.4733119453033455e-6,1.4837089296594892e-6,0.007056879155352913
1.0e13,0.01,1.0,3.515415249368396e-7,3.86529636775173e-7,0.09952767840049503
1.0e13,0.01,2.0,6.242736880204944e-8,8.659558923056314e-8,0.3871414235821562
1.0e13,0.01,4.0,4.359006746698708e-9,1.0115711150204604e-8,1.3206459035342704
1.0e13,0.1,0.003,2.4503649659251672e-6,2.4503646712573393e-6,1.2025466900045245e-7
1.0e13,0.1,0.01,2.4008119190093035e-6,2.400811345219668e-6,2.3899816170569466e-7
1.0e13,0.1,0.03,2.2898864290277938e-6,2.2898853771016313e-6,4.593791853579887e-7
1.0e13,0.1,0.1,1.9731101703533246e-6,1.973108375356689e-6,9.0972955413271e-7
1.0e13,0.1,0.3,1.3018342798141277e-6,1.3018324621404234e-6,1.3962404681322482e-6
1.0e13,0.1,1.0,3.2827495915328454e-7,3.2827448721442426e-7,1.437632835332714e-6
1.0e13,0.1,2.0,6.016202422244681e-8,6.016192790132106e-8,1.6010286721934719e-6
1.0e13,0.1,4.0,4.156872226440316e-9,4.1568478227596205e-9,5.870683380648778e-6
1.0e13,0.5,0.003,1.580414297499324e-6,1.5804142940000001e-6,2.2141813937892607e-9
1.0e13,0.5,0.01,1.5532090134570348e-6,1.5532090111449205e-6,1.4886046839635014e-9
1.0e13,0.5,0.03,1.4930158216812725e-6,1.4930158208053038e-6,5.867109020840644e-10
1.0e13,0.5,0.1,1.3216425619222034e-6,1.3216425731949014e-6,8.529309036831023e-9
1.0e13,0.5,0.3,9.411260812600588e-7,9.411260956355534e-7,1.5274780773566476e-8
1.0e13,0.5,1.0,2.9246601702432925e-7,2.9246601919542494e-7,7.423411885199016e-9
1.0e13,0.5,2.0,6.305201477660012e-8,6.305201269571891e-8,3.300261253169623e-8
1.0e13,0.5,4.0,4.666853715670611e-9,4.666853081122264e-9,1.3596919579139666e-7
1.0e13,1.0,0.003,1.2648252165941014e-6,1.2648252167247135e-6,1.0326495214485476e-10
1.0e13,1.0,0.01,1.2461012297881535e-6,1.2461012297983234e-6,8.16147149862445e-12
