beta0,P0_lower_all_guards_except_minimum_size,P0_upper
3.646733527363426486e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.654642148664730250e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.662550769966034014e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.670459391267337779e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.678368012568641987e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.686276633869945751e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.694185255171249516e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.702093876472553280e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.710002497773857044e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.717911119075160808e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.725819740376464573e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.733728361677768337e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.741636982979072101e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.749545604280376310e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.757454225581680074e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.765362846882983838e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.773271468184287603e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.781180089485591367e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.789088710786895131e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.796997332088198895e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.804905953389503104e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.812814574690806868e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.820723195992110632e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.828631817293414397e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.836540438594718161e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.844449059896021925e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.852357681197325689e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.860266302498629898e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.868174923799933662e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.876083545101237426e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.883992166402541191e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.891900787703844955e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.899809409005148719e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.907718030306452484e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.915626651607756692e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.923535272909060012e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.931443894210364220e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.939352515511667985e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.947261136812971749e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.955169758114275513e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.963078379415579278e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.970987000716883042e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.978895622018186806e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.986804243319491015e+00,1.000000000000000000e+00,6.000000000000000000e+01
3.994712864620794779e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.002621485922098543e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.010530107223402752e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.018438728524706072e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.026347349826010280e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.034255971127313600e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.042164592428617809e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.050073213729921129e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.057981835031225337e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.065890456332528657e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.073799077633832866e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.081707698935137074e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.089616320236440394e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.097524941537744603e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.105433562839047923e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.113342184140352131e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.121250805441656340e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.129159426742959660e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.137068048044263868e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.144976669345567188e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.152885290646871397e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.160793911948174717e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.168702533249478925e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.176611154550782246e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.184519775852086454e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.192428397153390662e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.200337018454693983e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.208245639755998191e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.216154261057301511e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.224062882358605719e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.231971503659909040e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.239880124961213248e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.247788746262516568e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.255697367563820777e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.263605988865124985e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.271514610166428305e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.279423231467732514e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.287331852769035834e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.295240474070340042e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.303149095371644250e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.311057716672947571e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.318966337974251779e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.326874959275555099e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.334783580576859308e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.342692201878162628e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.350600823179466836e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.358509444480770156e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.366418065782074365e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.374326687083378573e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.382235308384681893e+00,1.000000000000000000e+00,6.000000000000000000e+01
4.390143929685986102e+00,1.000000000000000000e+00,6.000000000000000000e+01
