beta0,P0_lower_all_guards_except_minimum_size,P0_upper
6.383116497614549800e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.391025118915853120e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.398933740217156441e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.406842361518460649e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.414750982819764857e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.422659604121069066e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.430568225422372386e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.438476846723675706e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.446385468024979915e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.454294089326284123e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.462202710627587443e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.470111331928890763e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.478019953230194972e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.485928574531499180e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.493837195832803388e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.501745817134106709e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.509654438435410029e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.517563059736714237e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.525471681038018446e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.533380302339321766e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.541288923640625974e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.549197544941929294e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.557106166243233503e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.565014787544537711e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.572923408845841031e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.580832030147144351e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.588740651448448560e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.596649272749752768e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.604557894051056977e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.612466515352360297e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.620375136653663617e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.628283757954967825e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.636192379256272034e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.644101000557575354e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.652009621858878674e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.659918243160182882e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.667826864461487091e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.675735485762791299e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.683644107064094619e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.691552728365397940e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.699461349666702148e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.707369970968006356e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.715278592269309677e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.723187213570613885e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.731095834871917205e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.739004456173221413e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.746913077474525622e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.754821698775828942e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.762730320077132262e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.770638941378436471e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.778547562679740679e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.786456183981044887e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.794364805282348208e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.802273426583651528e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.810182047884955736e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.818090669186259944e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.825999290487563265e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.833907911788866585e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.841816533090170793e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.849725154391475002e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.857633775692779210e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.865542396994082530e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.873451018295385850e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.881359639596690059e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.889268260897994267e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.897176882199298475e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.905085503500601796e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.912994124801905116e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.920902746103209324e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.928811367404513533e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.936719988705816853e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.944628610007120173e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.952537231308424381e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.960445852609728590e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.968354473911032798e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.976263095212336118e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.984171716513639439e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.992080337814943647e+00,1.000000000000000000e+00,6.000000000000000000e+01
6.999988959116247855e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.007897580417551175e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.015806201718854496e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.023714823020158704e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.031623444321462912e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.039532065622767121e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.047440686924070441e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.055349308225373761e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.063257929526677970e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.071166550827982178e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.079075172129286386e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.086983793430589706e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.094892414731893027e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.102801036033197235e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.110709657334501443e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.118618278635804764e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.126526899937108084e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.134435521238412292e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.142344142539716501e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.150252763841020709e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.158161385142324029e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.166070006443627349e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.173978627744931558e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.181887249046235766e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.189795870347539086e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.197704491648843295e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.205613112950146615e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.213521734251450823e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.221430355552755032e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.229338976854058352e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.237247598155361672e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.245156219456665880e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.253064840757970089e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.260973462059274297e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.268882083360577617e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.276790704661880937e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.284699325963185146e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.292607947264489354e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.300516568565792674e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.308425189867095995e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.316333811168400203e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.324242432469704411e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.332151053771008620e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.340059675072311940e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.347968296373615260e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.355876917674919468e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.363785538976223677e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.371694160277527885e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.379602781578830317e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.387511402880134526e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.395420024181438734e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.403328645482742942e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.411237266784047151e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.419145888085349583e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.427054509386653791e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.434963130687957999e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.442871751989262208e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.450780373290564640e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.458688994591868848e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.466597615893173057e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.474506237194477265e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.482414858495781473e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.490323479797083905e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.498232101098388114e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.506140722399692322e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.514049343700996531e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.521957965002298963e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.529866586303603171e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.537775207604907379e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.545683828906211588e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.553592450207515796e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.561501071508818228e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.569409692810122436e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.577318314111426645e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.585226935412730853e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.593135556714035062e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.601044178015337494e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.608952799316641702e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.616861420617945910e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.624770041919250119e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.632678663220552551e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.640587284521856759e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.648495905823160967e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.656404527124465176e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.664313148425769384e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.672221769727071816e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.680130391028376025e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.688039012329680233e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.695947633630984441e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.703856254932288650e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.711764876233591082e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.719673497534895290e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.727582118836199498e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.735490740137503707e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.743399361438806139e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.751307982740110347e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.759216604041414556e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.767125225342718764e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.775033846644022972e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.782942467945325404e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.790851089246629613e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.798759710547933821e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.806668331849238029e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.814576953150540461e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.822485574451844670e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.830394195753148878e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.838302817054453087e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.846211438355757295e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.854120059657059727e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.862028680958363935e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.869937302259668144e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.877845923560972352e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.885754544862276560e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.893663166163578992e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.901571787464883201e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.909480408766187409e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.917389030067491618e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.925297651368794050e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.933206272670098258e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.941114893971402466e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.949023515272706675e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.956932136574010883e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.964840757875313315e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.972749379176617524e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.980658000477921732e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.988566621779225940e+00,1.000000000000000000e+00,6.000000000000000000e+01
7.996475243080528372e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.004383864381832581e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.012292485683136789e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.020201106984440997e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.028109728285745206e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.036018349587047638e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.043926970888351846e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.051835592189656055e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.059744213490960263e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.067652834792264471e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.075561456093566903e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.083470077394871112e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.091378698696175320e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.099287319997479528e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.107195941298781960e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.115104562600086169e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.123013183901390377e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.130921805202694586e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.138830426503998794e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.146739047805301226e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.154647669106605434e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.162556290407909643e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.170464911709213851e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.178373533010518059e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.186282154311820491e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.194190775613124700e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.202099396914428908e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.210008018215733117e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.217916639517035549e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.225825260818339757e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.233733882119643965e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.241642503420948174e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.249551124722252382e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.257459746023554814e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.265368367324859022e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.273276988626163231e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.281185609927467439e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.289094231228769871e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.297002852530074080e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.304911473831378288e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.312820095132682496e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.320728716433986705e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.328637337735289137e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.336545959036593345e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.344454580337897553e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.352363201639201762e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.360271822940505970e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.368180444241808402e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.376089065543112611e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.383997686844416819e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.391906308145721027e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.399814929447023459e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.407723550748327668e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.415632172049631876e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.423540793350936084e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.431449414652240293e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.439358035953542725e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.447266657254846933e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.455175278556151142e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.463083899857455350e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.470992521158757782e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.478901142460061990e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.486809763761366199e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.494718385062670407e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.502627006363974616e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.510535627665277048e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.518444248966581256e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.526352870267885464e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.534261491569189673e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.542170112870493881e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.550078734171796313e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.557987355473100521e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.565895976774404730e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.573804598075708938e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.581713219377011370e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.589621840678315579e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.597530461979619787e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.605439083280923995e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.613347704582228204e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.621256325883530636e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.629164947184834844e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.637073568486139052e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.644982189787443261e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.652890811088745693e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.660799432390049901e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.668708053691354110e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.676616674992658318e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.684525296293962526e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.692433917595264958e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.700342538896569167e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.708251160197873375e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.716159781499177583e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.724068402800481792e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.731977024101784224e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.739885645403088432e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.747794266704392641e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.755702888005696849e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.763611509306999281e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.771520130608303489e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.779428751909607698e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.787337373210911906e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.795245994512216114e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.803154615813518546e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.811063237114822755e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.818971858416126963e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.826880479717431172e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.834789101018735380e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.842697722320037812e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.850606343621342020e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.858514964922646229e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.866423586223950437e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.874332207525252869e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.882240828826557077e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.890149450127861286e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.898058071429165494e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.905966692730469703e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.913875314031772135e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.921783935333076343e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.929692556634380551e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.937601177935684760e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.945509799236987192e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.953418420538291400e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.961327041839595609e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.969235663140899817e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.977144284442204025e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.985052905743506457e+00,1.000000000000000000e+00,6.000000000000000000e+01
8.992961527044810666e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.000870148346114874e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.008778769647419082e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.016687390948723291e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.024596012250025723e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.032504633551329931e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.040413254852634140e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.048321876153938348e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.056230497455240780e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.064139118756544988e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.072047740057849197e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.079956361359153405e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.087864982660457613e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.095773603961760045e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.103682225263064254e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.111590846564368462e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.119499467865672671e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.127408089166975103e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.135316710468279311e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.143225331769583519e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.151133953070887728e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.159042574372191936e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.166951195673494368e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.174859816974798576e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.182768438276102785e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.190677059577406993e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.198585680878711202e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.206494302180013634e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.214402923481317842e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.222311544782622050e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.230220166083926259e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.238128787385228691e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.246037408686532899e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.253946029987837107e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.261854651289141316e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.269763272590445524e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.277671893891747956e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.285580515193052165e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.293489136494356373e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.301397757795660581e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.309306379096964790e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.317215000398267222e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.325123621699571430e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.333032243000875638e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.340940864302179847e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.348849485603482279e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.356758106904786487e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.364666728206090696e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.372575349507394904e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.380483970808699112e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.388392592110001544e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.396301213411305753e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.404209834712609961e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.412118456013914169e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.420027077315216602e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.427935698616520810e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.435844319917825018e+00,1.000000000000000000e+00,6.000000000000000000e+01
9.443752941219129227e+00,1.000000000000000000e+00,6.000000000000000000e+01
