mass_Msun,z,r_over_R200,direct_y,interpolated_y,relative_error
1.0e12,0.01,0.003,1.5439954537975065e-7,1.5451348237827123e-7,0.0007379361010444452
1.0e12,0.01,0.01,1.527836737210696e-7,1.5301970385995233e-7,0.0015448649265603631
1.0e12,0.01,0.03,1.4930192606896864e-7,1.4973071251162944e-7,0.0028719418024301113
1.0e12,0.01,0.1,1.396537349198176e-7,1.4031026264353314e-7,0.00470111110234539
1.0e12,0.01,0.3,1.1729421310415644e-7,1.1803340136138918e-7,0.006302001076356145
1.0e12,0.01,1.0,6.646450112869845e-8,6.854783256011049e-8,0.03134502472798206
1.0e12,0.01,2.0,3.2707478324105514e-8,3.6489069885013265e-8,0.11561856048439867
1.0e12,0.01,4.0,1.0502776501389756e-8,1.4295431954480582e-8,0.36110979345213834
1.0e12,0.1,0.003,1.3700970930475712e-7,1.3700969927611628e-7,7.319657047144545e-8
1.0e12,0.1,0.01,1.3562305264527804e-7,1.356230342498616e-7,1.356363543703054e-7
1.0e12,0.1,0.03,1.326419347107679e-7,1.3264190040496392e-7,2.586346772304182e-7
1.0e12,0.1,0.1,1.2440193092113027e-7,1.2440186501979015e-7,5.297453152808274e-7
1.0e12,0.1,0.3,1.0524537248767383e-7,1.0524527114350561e-7,9.629322964554987e-7
1.0e12,0.1,1.0,6.077088940604547e-8,6.077079793221492e-8,1.5052244823898775e-6
1.0e12,0.1,2.0,3.0260762678614394e-8,3.026070994954014e-8,1.7424899304563368e-6
1.0e12,0.1,4.0,9.682310169948455e-9,9.682283463972376e-9,2.758223565435536e-6
1.0e12,0.5,0.003,1.0198011756325696e-7,1.0198011734499053e-7,2.140284172114093e-9
1.0e12,0.5,0.01,1.010708831714425e-7,1.0107088296067352e-7,2.0853581084168127e-9
1.0e12,0.5,0.03,9.913129774707906e-8,9.913129751756301e-8,2.3152733064080167e-9
1.0e12,0.5,0.1,9.382375793316826e-8,9.382375788271404e-8,5.377552847463107e-10
1.0e12,0.5,0.3,8.140343491491477e-8,8.140343462972379e-8,3.503426770912199e-9
1.0e12,0.5,1.0,5.054926975296607e-8,5.0549269872566426e-8,2.3660156056592996e-9
1.0e12,0.5,2.0,2.6752584844235318e-8,2.675258438555397e-8,1.7145309505472994e-8
1.0e12,0.5,4.0,8.814154229204993e-9,8.814154012853432e-9,2.4545924071084357e-8
1.0e12,1.0,0.003,9.352349730935442e-8,9.352349731771844e-8,8.943246143644501e-11
1.0e12,1.0,0.01,9.278627629536117e-8,9.278627631574796e-8,2.1971757746541698e-10
1.0e12,1.0,0.03,9.122389461214932e-8,9.122389470996345e-8,1.0722425169973349e-9
1.0e12,1.0,0.1,8.699085205890012e-8,8.699085227504436e-8,2.4846777968434708e-9
1.0e12,1.0,0.3,7.708169084394664e-8,7.70816917827498e-8,1.2179327546490981e-8
1.0e12,1.0,1.0,5.1208326325999723e-8,5.120832688924319e-8,1.0999060329197619e-8
1.0e12,1.0,2.0,2.9122996250271158e-8,2.912299637303065e-8,4.215208182500874e-9
1.0e12,1.0,4.0,1.0351578045711154e-8,1.0351577808574624e-8,2.2908249297515226e-8
1.0e12,3.0,0.003,1.1725277802347216e-7,1.1725277803306115e-7,8.17805823061235e-11
1.0e12,3.0,0.01,1.1657541409219773e-7,1.165754141064431e-7,1.2219869560681218e-10
1.0e12,3.0,0.03,1.1515843851135634e-7,1.1515843859148242e-7,6.957898701642762e-10
1.0e12,3.0,0.1,1.1140863097903515e-7,1.1140863110629872e-7,1.142313355018132e-9
1.0e12,3.0,0.3,1.0275319162514581e-7,1.0275319250906454e-7,8.602348167130458e-9
1.0e12,3.0,1.0,7.845711743794858e-8,7.845711809199228e-8,8.336320744817272e-9
1.0e12,3.0,2.0,5.332957696598447e-8,5.332957780620126e-8,1.5755174498366387e-8
1.0e12,3.0,4.0,2.4892587359255092e-8,2.489258817548548e-8,3.279009841428149e-8
1.0e12,5.0,0.003,1.4896334500693785e-7,1.4896334500962173e-7,1.8016921288221965e-11
1.0e12,5.0,0.01,1.4824998904707609e-7,1.482499890732536e-7,1.7657675321913757e-10
1.0e12,5.0,0.03,1.4676649906001627e-7,1.4676649908766626e-7,1.883944111824576e-10
1.0e12,5.0,0.1,1.4288867442822543e-7,1.4288867470590695e-7,1.9433417097758365e-9
1.0e12,5.0,0.3,1.3405760819993673e-7,1.340576086050795e-7,3.022154304588298e-9
1.0e12,5.0,1.0,1.0884127928601201e-7,1.0884128167676393e-7,2.1965488983255455e-8
1.0e12,5.0,2.0,8.073242299684594e-8,8.073242354932856e-8,6.843379640741887e-9
1.0e12,5.0,4.0,4.422611184081899e-8,4.4226113177046113e-8,3.0213533896983336e-8
