parameter,fiducial,prior_low,prior_high,prior_width,conditional_sigma,conditional_sigma_over_prior_width,data_marginalized_sigma,data_marginalized_sigma_over_prior_width,prior_regularized_sigma,prior_regularized_sigma_over_prior_width,estimable_fraction
P0,18.1,1.832523941993713,34.34122085571289,32.50869691371918,0.01865457302962482,0.0005738333061806702,,,4.223067546565712,0.1299057774531563,0.9089433131721942
xc,0.497,0.1500110030174255,0.8445029854774475,0.694491982460022,0.0002468146593097163,0.0003553887813585005,,,0.09632091094537973,0.1386926175939323,0.8931966683108669
beta,4.35,3.480627059936523,5.216610908508301,1.735983848571777,0.001966139068684864,0.001132579125262276,,,0.4421402228850556,0.2546914380849866,0.6353402837032726
alpha_m_P0,0.154,0.000311999989207834,0.2922509908676147,0.2919389908784069,0.0008636574949860125,0.00295834925094239,,,0.066773094990871,0.2287227711172096,0.5764585547005596
alpha_m_xc,-0.00865,-0.09971799701452255,0.09979499876499176,0.1995129957795143,0.0004372804558339711,0.002191739210398195,,,0.04515612327859245,0.2263317389534633,0.7246739440729892
alpha_m_beta,0.0393,-0.0199350006878376,0.09976699948310852,0.1197020001709461,0.0004040156698090277,0.003375178937963057,,,0.030950016528914,0.2585588919543062,0.3688520602913817
alpha_z_P0,-0.758,-1.363456964492798,-0.2288389950990677,1.13461796939373,0.002236209852276176,0.001970892329046286,,,0.2735150920478958,0.2410635997542374,0.5131760826366908
alpha_z_xc,0.731,0.1473930031061172,1.314473986625671,1.167080983519554,0.001020273092690122,0.0008742093368819143,,,0.2188191903369248,0.1874927219506516,0.6317084550560751
alpha_z_beta,0.415,0.08380799740552902,0.7458840012550354,0.6620760038495064,0.0009210092728850246,0.001391092967468996,,,0.136608015440244,0.2063328298351917,0.7476506380559742
