mode,eigenvalue,relative_eigenvalue,identified,sigma_in_prior_width_coordinates,largest_components
1,14069326.52455539,1,True,0.0002666019646563518,xc:+0.7496; P0:+0.4643; alpha_z_xc:+0.2983
2,156549.7591436924,0.01112702579405375,True,0.002527398934767364,alpha_z_xc:+0.5986; alpha_m_xc:-0.3891; alpha_z_P0:+0.3332
3,1036.518356807625,7.367220847412812e-05,True,0.03106071874332215,P0:-0.5923; alpha_z_beta:-0.5329; alpha_z_xc:+0.3500
4,31.83798016811643,2.26293562186855e-06,True,0.1772259226755524,alpha_m_P0:+0.5582; P0:+0.5368; xc:-0.3519
5,6.273912224519876,4.459283970394695e-07,True,0.3992369975290146,alpha_m_beta:-0.5113; alpha_z_P0:+0.4353; alpha_z_beta:-0.3924
6,0.6408893721038288,4.555224238951848e-08,True,1.249132376715771,beta:+0.6112; alpha_m_xc:+0.4868; alpha_z_beta:+0.3935
7,0.05182150944487263,3.683297089908876e-09,False,4.392835805181165,alpha_z_xc:-0.4716; alpha_z_beta:-0.4466; alpha_m_beta:+0.4410
8,0.004469198488866433,3.176554670947667e-10,False,14.95840123783035,alpha_z_P0:+0.6324; alpha_m_beta:+0.4869; alpha_m_P0:+0.4048
9,0.0004496627374318526,3.196050192218157e-11,False,47.15812724826975,alpha_m_xc:-0.4994; beta:+0.4651; alpha_m_beta:-0.4468
